,model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize
5670, 1 Series,2019,33990,Automatic,9599,Petrol,145,34.5,2.0
5671, 3 Series,2019,32990,Automatic,9892,Diesel,145,48.7,2.0
5672, 1 Series,2019,31990,Automatic,4920,Petrol,145,34.5,2.0
5673, 3 Series,2019,39390,Automatic,8945,Diesel,145,43.5,3.0
5674, 4 Series,2019,30990,Automatic,9897,Diesel,145,53.3,3.0
5675, 4 Series,2020,26990,Semi-Auto,7,Petrol,145,48.7,2.0
5676, 3 Series,2020,34990,Semi-Auto,4100,Petrol,145,41.5,2.0
5677, 1 Series,2017,16790,Manual,15468,Petrol,145,46.3,2.0
5678, 3 Series,2020,36990,Semi-Auto,2475,Petrol,145,40.4,2.0
5679, X5,2017,34990,Automatic,27044,Diesel,145,47.1,3.0
5680, 1 Series,2020,32995,Semi-Auto,5,Diesel,145,48.7,2.0
5681, 3 Series,2014,13441,Manual,38000,Diesel,30,61.4,2.0
5682, 3 Series,2014,14522,Semi-Auto,67000,Diesel,125,58.9,2.0
5683, 2 Series,2016,13522,Manual,53207,Diesel,20,68.9,1.5
5684, X3,2016,20931,Semi-Auto,38489,Diesel,145,54.3,2.0
5685, 2 Series,2019,19870,Manual,123,Petrol,145,42.8,1.5
5686, X3,2019,34882,Semi-Auto,6000,Petrol,145,30.4,2.0
5687, 2 Series,2017,14690,Semi-Auto,24997,Diesel,20,68.9,2.0
5688, 1 Series,2015,10690,Manual,61676,Diesel,20,70.6,2.0
5689, 3 Series,2019,33990,Semi-Auto,9598,Diesel,150,47.9,3.0
5690, 1 Series,2019,22890,Manual,5463,Petrol,150,41.5,1.5
5691, 1 Series,2019,22890,Manual,5842,Petrol,150,41.5,1.5
5692, 1 Series,2019,22890,Manual,11506,Petrol,150,41.5,1.5
5693, X5,2019,51990,Semi-Auto,9607,Petrol,150,27.2,3.0
5694, X1,2019,27490,Semi-Auto,5742,Petrol,150,48.7,2.0
5695, X3,2019,38950,Semi-Auto,3290,Diesel,150,54.3,2.0
5696, 1 Series,2019,22500,Manual,7781,Petrol,150,41.5,1.5
5697, 3 Series,2019,42995,Automatic,1606,Petrol,145,34.9,3.0
5698, 5 Series,2020,30995,Semi-Auto,999,Hybrid,145,49.6,2.0
5699, X3,2020,35995,Semi-Auto,4373,Diesel,145,54.3,2.0
5700, 4 Series,2020,26750,Semi-Auto,2986,Diesel,150,65.7,2.0
5701, 2 Series,2020,27500,Semi-Auto,1086,Petrol,150,42.2,1.5
5702, X1,2019,26000,Semi-Auto,2400,Diesel,150,60.1,2.0
5703, 1 Series,2019,20750,Manual,4619,Petrol,150,44.1,1.5
5704, 3 Series,2019,33250,Semi-Auto,8496,Diesel,145,47.9,3.0
5705, 2 Series,2020,19500,Automatic,5746,Petrol,150,42.2,1.5
5706, 1 Series,2016,14250,Manual,18372,Petrol,125,52.3,1.5
5707, X3,2019,36500,Semi-Auto,7503,Petrol,150,34.5,3.0
5708, 3 Series,2015,12999,Semi-Auto,45191,Diesel,125,58.9,2.0
5709, 1 Series,2017,13888,Manual,40014,Diesel,20,70.6,1.5
5710, 3 Series,2019,32888,Automatic,13136,Petrol,145,42.2,2.0
5711, 5 Series,2019,34888,Automatic,948,Diesel,145,55.4,2.0
5712, 1 Series,2019,28888,Automatic,999,Diesel,145,48.7,2.0
5713, X6,2020,69995,Semi-Auto,999,Diesel,145,34.9,3.0
5714, 3 Series,2019,29888,Manual,2454,Diesel,145,54.3,2.0
5715, 4 Series,2019,29888,Manual,999,Petrol,145,46.3,2.0
5716, 2 Series,2016,11495,Manual,26883,Petrol,125,52.3,1.5
5717, 6 Series,2016,22990,Semi-Auto,21654,Diesel,200,49.6,3.0
5718, 1 Series,2016,11725,Manual,32000,Diesel,20,72.4,1.5
5719, X1,2017,21500,Automatic,25100,Diesel,145,57.6,2.0
5720, 2 Series,2016,10400,Manual,72890,Petrol,125,53.3,1.5
5721, 3 Series,2019,26450,Semi-Auto,2754,Diesel,150,52.3,2.0
5722, 3 Series,2019,27450,Semi-Auto,7491,Petrol,150,41.5,2.0
5723, 1 Series,2019,25990,Semi-Auto,6596,Diesel,150,51.4,2.0
5724, X1,2015,17990,Semi-Auto,10258,Diesel,30,65.7,2.0
5725, X1,2017,23990,Semi-Auto,1061,Petrol,165,44.8,2.0
5726, M3,2019,62995,Semi-Auto,5957,Petrol,145,33.2,3.0
5727, 1 Series,2017,15888,Automatic,20890,Diesel,145,68.9,2.0
5728, 3 Series,2020,31000,Semi-Auto,986,Diesel,150,50.4,2.0
5729, 3 Series,2020,35000,Semi-Auto,1986,Petrol,145,40.4,2.0
5730, 1 Series,2017,19000,Semi-Auto,42657,Petrol,200,39.8,3.0
5731, X5,2019,51500,Semi-Auto,10,Diesel,145,37.7,3.0
5732, 4 Series,2019,24750,Semi-Auto,4642,Petrol,145,45.6,2.0
5733, 2 Series,2017,16250,Semi-Auto,23374,Diesel,150,65.7,2.0
5734, 3 Series,2018,17995,Semi-Auto,40456,Diesel,145,64.2,2.0
5735, 3 Series,2019,25888,Automatic,2258,Diesel,145,62.8,2.0
5736, X5,2019,47995,Automatic,999,Diesel,145,37.7,3.0
5737, 1 Series,2019,17888,Automatic,999,Petrol,145,55.5,1.5
5738, 4 Series,2019,28888,Automatic,3419,Diesel,145,60.1,2.0
5739, 4 Series,2014,15888,Manual,38000,Diesel,125,57.6,2.0
5740, 3 Series,2018,24888,Semi-Auto,7298,Diesel,145,51.4,3.0
5741, X6,2020,56000,Automatic,7486,Diesel,145,34.9,3.0
5742, X2,2020,33000,Semi-Auto,3986,Petrol,145,34.0,2.0
5743, 3 Series,2020,34000,Semi-Auto,4986,Diesel,145,47.9,3.0
5744, 2 Series,2020,34000,Semi-Auto,2986,Petrol,145,36.2,2.0
5746, X1,2020,26750,Automatic,1000,Diesel,145,47.9,2.0
5747, M2,2019,46000,Manual,4534,Petrol,145,28.5,3.0
5748, 5 Series,2017,25000,Automatic,18677,Diesel,145,60.1,3.0
5749, X1,2019,22750,Manual,10879,Petrol,145,39.8,1.5
5750, 5 Series,2019,30500,Semi-Auto,8993,Hybrid,135,156.9,2.0
5751, X1,2016,20500,Semi-Auto,19010,Diesel,125,57.6,2.0
5752, 3 Series,2019,26000,Semi-Auto,4315,Petrol,145,42.2,2.0
5753, X1,2017,20000,Semi-Auto,24150,Diesel,145,57.6,2.0
5754, 3 Series,2019,26000,Semi-Auto,5358,Diesel,145,52.3,2.0
5755, 3 Series,2017,16500,Semi-Auto,38620,Diesel,150,64.2,2.0
5756, X3,2019,32250,Semi-Auto,4386,Diesel,150,54.3,2.0
5757, 5 Series,2015,13686,Automatic,77715,Diesel,160,52.3,3.0
5758, 2 Series,2018,20952,Semi-Auto,42912,Petrol,150,47.9,2.0
5759, 4 Series,2014,18062,Semi-Auto,49745,Diesel,165,50.4,3.0
5760, X1,2018,19921,Semi-Auto,25059,Diesel,150,60.1,2.0
5761, 1 Series,2019,20750,Manual,5692,Petrol,145,44.1,1.5
5762, X1,2019,23000,Manual,8561,Petrol,145,39.8,1.5
5763, 5 Series,2019,36500,Semi-Auto,1475,Petrol,150,39.2,3.0
5764, 1 Series,2019,20750,Manual,5225,Petrol,150,44.1,1.5
5765, 1 Series,2019,20750,Manual,6860,Petrol,150,44.1,1.5
5766, 1 Series,2020,27840,Semi-Auto,150,Diesel,145,51.4,2.0
5767, 4 Series,2019,32440,Manual,3792,Diesel,145,62.8,2.0
5768, 2 Series,2020,36840,Semi-Auto,2422,Petrol,145,36.2,2.0
5769, 4 Series,2020,39250,Semi-Auto,151,Diesel,150,47.9,3.0
5770, 1 Series,2013,10991,Semi-Auto,46439,Petrol,150,48.7,1.6
5771, 4 Series,2017,19350,Automatic,18399,Diesel,30,64.2,2.0
5772, 3 Series,2017,18391,Semi-Auto,31116,Hybrid,0,134.5,2.0
5773, X2,2018,22111,Semi-Auto,16708,Petrol,150,38.7,2.0
5774, 3 Series,2019,29464,Semi-Auto,4251,Petrol,145,42.2,2.0
5775, X2,2019,32130,Semi-Auto,11571,Petrol,145,34.0,2.0
5776, 1 Series,2019,30420,Semi-Auto,10159,Petrol,145,34.5,2.0
5777, X3,2019,55610,Automatic,3367,Petrol,145,24.8,3.0
5778, 3 Series,2017,16995,Manual,28700,Petrol,150,47.9,2.0
5779, 1 Series,2017,14500,Manual,13681,Diesel,150,65.7,2.0
5780, 2 Series,2019,19495,Manual,4824,Petrol,150,52.3,1.5
5781, 2 Series,2019,19495,Manual,7937,Petrol,150,54.3,1.5
5782, X1,2017,20722,Semi-Auto,22636,Petrol,160,44.8,2.0
5783, 2 Series,2019,28630,Semi-Auto,2564,Diesel,145,67.3,2.0
5784, X1,2019,25730,Semi-Auto,4495,Petrol,145,38.2,2.0
5785, X6,2015,26462,Semi-Auto,60930,Diesel,200,47.1,3.0
5786, 1 Series,2014,10462,Manual,29260,Petrol,145,50.4,1.6
5787, 1 Series,2016,14881,Manual,42452,Diesel,30,62.8,2.0
5788, X1,2017,19721,Semi-Auto,18800,Diesel,125,60.1,2.0
5789, X5,2016,23912,Automatic,89676,Diesel,200,47.1,3.0
5791, X6,2019,61854,Semi-Auto,1000,Diesel,145,34.9,3.0
5792, X1,2019,25843,Semi-Auto,7117,Diesel,145,60.1,2.0
5793, 3 Series,2015,14982,Automatic,45909,Diesel,30,62.8,2.0
5794, X5,2019,52004,Semi-Auto,4000,Diesel,145,37.7,3.0
5795, 4 Series,2016,19841,Semi-Auto,30968,Petrol,160,44.1,2.0
5796, X5,2019,52990,Semi-Auto,10,Diesel,150,37.7,3.0
5797, 1 Series,2019,22890,Manual,10927,Petrol,150,41.5,1.5
5798, X2,2018,24495,Semi-Auto,13147,Diesel,150,58.9,2.0
5799, 5 Series,2015,15499,Semi-Auto,43013,Diesel,30,62.8,2.0
5800, X5,2016,28140,Automatic,43003,Diesel,200,47.1,3.0
5801, X1,2017,21500,Semi-Auto,24814,Diesel,145,55.4,2.0
5802, X6,2016,20950,Semi-Auto,29211,Diesel,205,47.1,3.0
5803, X5,2014,20450,Automatic,89000,Diesel,205,45.6,3.0
5804, 4 Series,2016,22652,Semi-Auto,33766,Petrol,200,41.5,3.0
5805, 5 Series,2017,23941,Semi-Auto,23095,Diesel,125,60.1,2.0
5806, 2 Series,2015,18012,Semi-Auto,13642,Diesel,125,57.6,2.0
5807, 2 Series,2015,13881,Manual,25283,Petrol,150,47.9,2.0
5808, 3 Series,2019,27555,Manual,7887,Diesel,145,54.3,2.0
5809, X5,2019,55990,Semi-Auto,6007,Diesel,145,33.6,3.0
5810, X2,2019,29343,Semi-Auto,1644,Petrol,145,36.2,2.0
5811, 3 Series,2013,11072,Manual,78852,Diesel,30,62.8,2.0
5812, 3 Series,2015,19641,Semi-Auto,23503,Diesel,160,51.4,3.0
5813, X1,2019,25916,Automatic,4230,Diesel,145,60.1,2.0
5814, 2 Series,2019,21876,Automatic,7910,Diesel,145,64.2,2.0
5815, 4 Series,2016,18536,Automatic,32814,Petrol,145,48.7,2.0
5816, M4,2019,41986,Automatic,144,Petrol,145,34.0,3.0
5817, X5,2019,52990,Semi-Auto,10,Diesel,150,37.7,3.0
5818, X5,2019,47990,Semi-Auto,8481,Diesel,150,37.7,3.0
5819, 2 Series,2019,24690,Semi-Auto,7338,Petrol,150,47.9,2.0
5820, X5,2019,53850,Semi-Auto,16,Diesel,150,37.7,3.0
5821, 4 Series,2016,19990,Semi-Auto,35900,Diesel,125,60.1,2.0
5822, 3 Series,2017,20990,Semi-Auto,36000,Hybrid,135,134.5,2.0
5823, 4 Series,2020,27669,Manual,151,Diesel,150,62.8,2.0
5824, X5,2015,29241,Automatic,35552,Diesel,205,47.1,3.0
5825, 2 Series,2016,17965,Semi-Auto,20379,Diesel,125,60.1,2.0
5826, 3 Series,2014,9942,Manual,97185,Diesel,30,65.7,2.0
5827, 3 Series,2015,16641,Semi-Auto,49396,Petrol,160,44.1,2.0
5828, 3 Series,2019,21444,Semi-Auto,6329,Diesel,145,55.4,2.0
5829, 5 Series,2019,32600,Semi-Auto,8260,Hybrid,140,156.9,2.0
5830, 3 Series,2019,26500,Semi-Auto,7120,Petrol,150,47.9,2.0
5831, 3 Series,2018,16999,Manual,7000,Diesel,145,67.3,2.0
5832, 3 Series,2019,28999,Automatic,11681,Diesel,145,52.3,2.0
5833, 4 Series,2019,30140,Automatic,7583,Diesel,145,60.1,2.0
5834, 3 Series,2019,34700,Semi-Auto,6006,Diesel,145,49.6,2.0
5835, 4 Series,2019,31210,Automatic,4300,Diesel,145,53.3,3.0
5836, X1,2019,24850,Automatic,9784,Diesel,145,60.1,2.0
5837, 3 Series,2019,18999,Automatic,11749,Diesel,145,62.8,2.0
5838, 1 Series,2019,16555,Manual,9451,Diesel,145,68.9,2.0
5839, 1 Series,2019,18999,Automatic,1000,Diesel,145,70.6,2.0
5840, X6,2019,41780,Semi-Auto,13000,Diesel,145,44.8,3.0
5841, 4 Series,2019,29582,Automatic,5684,Petrol,145,41.5,3.0
5842, 4 Series,2019,27700,Manual,110,Petrol,145,46.3,2.0
5843, 1 Series,2017,14445,Automatic,21500,Diesel,145,72.4,1.5
5844, X3,2019,54999,Automatic,500,Petrol,145,24.8,3.0
5845, M2,2019,44500,Semi-Auto,4929,Petrol,150,29.1,3.0
5847, X1,2016,18500,Automatic,27000,Diesel,145,55.4,2.0
5848, 3 Series,2015,14995,Automatic,44000,Diesel,145,56.5,3.0
5849, M4,2017,35352,Semi-Auto,9215,Petrol,300,34.0,3.0
5850, X2,2019,35470,Automatic,1566,Diesel,145,58.9,2.0
5851, 1 Series,2016,15500,Semi-Auto,37753,Diesel,20,67.3,2.0
5852, 5 Series,2017,26000,Semi-Auto,43533,Diesel,150,53.3,3.0
5853, Z4,2020,44300,Semi-Auto,1801,Petrol,150,33.2,3.0
5854, M4,2018,39999,Semi-Auto,10809,Petrol,150,34.0,3.0
5855, 5 Series,2018,24999,Semi-Auto,17371,Diesel,145,62.8,2.0
5856, 3 Series,2019,27999,Automatic,9214,Diesel,145,52.3,2.0
5857, 5 Series,2019,28999,Automatic,13000,Petrol,145,47.9,2.0
5858, X3,2019,33790,Semi-Auto,3633,Petrol,145,30.4,2.0
5859, X4,2019,42550,Semi-Auto,8515,Petrol,145,26.9,3.0
5860, M2,2019,42110,Automatic,5644,Petrol,145,29.1,3.0
5861, 2 Series,2019,20860,Manual,5684,Petrol,145,42.8,1.5
5862, 2 Series,2019,20850,Manual,3993,Petrol,145,42.8,1.5
5863, 2 Series,2019,23150,Semi-Auto,5035,Diesel,145,49.6,2.0
5864, 2 Series,2019,20950,Manual,2178,Diesel,145,51.4,2.0
5865, 3 Series,2020,41995,Automatic,4300,Petrol,145,33.6,3.0
5866, 3 Series,2019,29999,Automatic,12143,Diesel,145,52.3,2.0
5867, X3,2019,34999,Automatic,12774,Diesel,145,54.3,2.0
5868, 2 Series,2019,27995,Automatic,110,Diesel,145,64.2,2.0
5869, 5 Series,2019,26888,Automatic,8070,Diesel,145,65.7,2.0
5870, 4 Series,2019,26995,Manual,110,Petrol,145,46.3,2.0
5871, 2 Series,2019,20555,Automatic,9736,Petrol,145,50.4,2.0
5872, 2 Series,2019,20999,Automatic,37,Petrol,145,47.9,2.0
5873, M3,2017,53995,Automatic,3824,Petrol,145,34.0,3.0
5874, X3,2019,31436,Automatic,6172,Diesel,145,54.3,2.0
5875, 4 Series,2019,22680,Automatic,9820,Petrol,145,45.6,2.0
5876, 3 Series,2019,35150,Automatic,5920,Diesel,145,47.9,3.0
5877, M5,2019,81140,Semi-Auto,551,Petrol,145,24.1,4.4
5878, X1,2019,31280,Semi-Auto,2865,Diesel,145,36.7,2.0
5879, X2,2019,32740,Automatic,3857,Petrol,145,39.2,2.0
5880, 3 Series,2019,31630,Automatic,4400,Diesel,145,52.3,2.0
5881, X6,2019,66750,Semi-Auto,2519,Petrol,145,26.4,3.0
5882, 3 Series,2019,28000,Semi-Auto,8653,Petrol,145,46.3,2.0
5883, X5,2019,51995,Semi-Auto,11,Diesel,145,37.7,3.0
5884, 3 Series,2019,32999,Automatic,4418,Diesel,145,49.6,2.0
5885, 4 Series,2019,31845,Semi-Auto,6155,Diesel,145,47.9,3.0
5886, 3 Series,2019,23222,Semi-Auto,11010,Diesel,145,54.3,2.0
5887, 5 Series,2019,29999,Automatic,3936,Petrol,145,47.9,2.0
5888, 2 Series,2019,20999,Semi-Auto,4923,Petrol,145,47.9,2.0
5889, 3 Series,2019,27999,Automatic,14590,Diesel,145,52.3,2.0
5890, X5,2019,50900,Automatic,99,Diesel,145,37.7,3.0
5891, X2,2019,38350,Automatic,99,Diesel,145,58.9,2.0
5892, 3 Series,2019,31995,Manual,894,Diesel,145,54.3,2.0
5893, X1,2019,27888,Manual,99,Diesel,145,48.7,2.0
5894, X1,2019,25999,Manual,99,Petrol,145,52.3,1.5
5895, X3,2019,34500,Automatic,1000,Diesel,145,54.3,2.0
5896, 2 Series,2019,27995,Automatic,99,Diesel,145,47.1,2.0
5897, M4,2019,45999,Automatic,99,Petrol,145,34.0,3.0
5898, M4,2019,57800,Automatic,99,Petrol,145,34.0,3.0
5899, 5 Series,2019,29995,Automatic,1000,Petrol,145,50.4,2.0
5900, 7 Series,2016,33995,Semi-Auto,15143,Diesel,160,52.3,3.0
5901, 5 Series,2020,29990,Semi-Auto,12,Hybrid,150,62.8,2.0
5902, 3 Series,2020,32995,Semi-Auto,10,Diesel,145,50.4,2.0
5903, X5,2019,58000,Automatic,4010,Diesel,145,33.6,3.0
5904, X3,2019,36222,Semi-Auto,4624,Diesel,145,48.7,3.0
5905, X3,2019,35600,Semi-Auto,1299,Diesel,145,54.3,2.0
5906, 5 Series,2019,33444,Semi-Auto,4118,Petrol,145,46.3,2.0
5907, 2 Series,2019,20999,Manual,4524,Petrol,145,57.6,1.5
5908, 1 Series,2019,21999,Semi-Auto,2040,Petrol,145,43.5,1.5
5909, 1 Series,2019,25999,Semi-Auto,575,Diesel,145,62.8,2.0
5910, 1 Series,2019,22222,Manual,397,Petrol,145,44.1,1.5
5911, 2 Series,2018,18999,Automatic,254,Petrol,145,38.2,2.0
5912, 4 Series,2019,28999,Semi-Auto,1000,Diesel,145,65.7,2.0
5913, X5,2019,73000,Automatic,5,Hybrid,135,188.3,3.0
5914, 3 Series,2019,29555,Automatic,5035,Diesel,145,50.4,2.0
5915, 4 Series,2019,31995,Manual,110,Diesel,145,55.4,2.0
5916, X1,2019,25999,Automatic,1100,Diesel,145,60.1,2.0
5917, 4 Series,2019,35000,Automatic,110,Diesel,145,65.7,2.0
5918, 4 Series,2019,22999,Automatic,1000,Diesel,145,60.1,2.0
5919, X3,2019,32250,Semi-Auto,4829,Diesel,150,54.3,2.0
5920, 5 Series,2015,16750,Semi-Auto,27563,Petrol,160,46.3,2.0
5921, 6 Series,2017,27000,Automatic,17942,Petrol,145,32.1,4.4
5922, X1,2017,19750,Semi-Auto,19159,Diesel,145,60.1,2.0
5923, 2 Series,2016,16995,Semi-Auto,37573,Diesel,145,55.4,2.0
5924, 1 Series,2013,9995,Manual,33731,Diesel,20,68.9,2.0
5925, 3 Series,2017,21995,Semi-Auto,25542,Diesel,160,51.4,3.0
5926, X5,2019,50995,Semi-Auto,4151,Diesel,145,37.7,3.0
5927, 3 Series,2019,34995,Semi-Auto,4255,Diesel,145,49.6,2.0
5928, 3 Series,2019,25995,Semi-Auto,5687,Diesel,145,52.3,2.0
5929, 3 Series,2015,14995,Semi-Auto,40781,Diesel,125,61.4,2.0
5930, X3,2019,36990,Semi-Auto,5922,Diesel,145,54.3,2.0
5931, 3 Series,2019,27990,Manual,3319,Diesel,145,54.3,2.0
5932, 1 Series,2019,21999,Semi-Auto,1591,Petrol,145,43.5,1.5
5933, 3 Series,2019,34999,Automatic,20329,Diesel,145,48.7,2.0
5934, 7 Series,2019,46999,Semi-Auto,10504,Petrol,145,34.5,3.0
5935, X2,2020,32540,Semi-Auto,99,Petrol,150,39.2,2.0
5936, X7,2019,72500,Automatic,5929,Diesel,145,31.4,3.0
5937, 3 Series,2016,14999,Manual,26307,Petrol,145,47.9,2.0
5938, 3 Series,2018,18700,Semi-Auto,42565,Diesel,145,64.2,2.0
5939, 3 Series,2018,27000,Semi-Auto,12513,Diesel,145,51.4,3.0
5940, 1 Series,2015,12295,Semi-Auto,56000,Diesel,20,67.3,2.0
5941, X3,2016,17495,Semi-Auto,31100,Diesel,145,54.3,2.0
5942, 1 Series,2016,13908,Semi-Auto,13708,Diesel,20,68.9,1.5
5943, 5 Series,2018,27500,Semi-Auto,3627,Hybrid,135,156.9,2.0
5944, 7 Series,2017,34000,Semi-Auto,34024,Hybrid,0,128.4,2.0
5945, 3 Series,2017,19500,Semi-Auto,9377,Hybrid,0,134.5,2.0
5946, 2 Series,2020,19500,Automatic,4330,Petrol,145,42.2,1.5
5947, 2 Series,2020,22000,Automatic,5436,Diesel,145,67.3,2.0
5948, 2 Series,2020,19500,Automatic,3622,Petrol,145,42.2,1.5
5949, 8 Series,2020,59995,Semi-Auto,700,Petrol,145,31.7,3.0
5950, 5 Series,2019,29555,Automatic,15094,Diesel,145,65.7,2.0
5951, X5,2019,51990,Semi-Auto,12,Diesel,145,37.7,3.0
5952, Z4,2016,16500,Semi-Auto,29850,Petrol,205,41.5,2.0
5953, 3 Series,2018,21500,Semi-Auto,13058,Diesel,150,60.1,2.0
5954, 3 Series,2015,15800,Manual,23293,Diesel,145,55.4,2.0
5955, 3 Series,2016,17995,Semi-Auto,43417,Diesel,160,51.4,3.0
5956, X2,2019,24995,Semi-Auto,4980,Diesel,145,52.3,2.0
5957, X6,2018,36555,Semi-Auto,17500,Diesel,145,40.9,3.0
5958, 4 Series,2020,29500,Semi-Auto,10,Petrol,145,48.7,2.0
5959, 3 Series,2019,28888,Automatic,10799,Diesel,145,52.3,2.0
5960, 3 Series,2019,33699,Semi-Auto,7736,Hybrid,135,8.8,2.0
5961, X3,2019,43500,Semi-Auto,5554,Petrol,145,34.5,3.0
5962, 5 Series,2019,34500,Automatic,99,Hybrid,135,156.9,2.0
5963, 1 Series,2019,19999,Semi-Auto,6386,Petrol,145,47.9,2.0
5964, 1 Series,2019,28500,Semi-Auto,9058,Diesel,150,51.4,2.0
5965, 3 Series,2017,20995,Semi-Auto,26810,Hybrid,0,134.5,2.0
5966, 2 Series,2019,18995,Semi-Auto,8157,Petrol,150,40.9,1.5
5967, 1 Series,2014,9799,Manual,46000,Petrol,145,50.4,1.6
5968, 3 Series,2017,11499,Manual,66488,Diesel,20,68.9,2.0
5969, 1 Series,2017,19950,Semi-Auto,30173,Petrol,205,39.8,3.0
5970, 2 Series,2017,17110,Semi-Auto,34032,Diesel,145,65.7,2.0
5971, 4 Series,2018,19370,Automatic,26739,Diesel,145,65.7,2.0
5972, 3 Series,2014,10800,Manual,50810,Diesel,30,61.4,2.0
5973, 4 Series,2019,27790,Semi-Auto,7298,Petrol,145,41.5,3.0
5974, 5 Series,2019,27990,Automatic,14541,Diesel,145,65.7,2.0
5975, X5,2019,52490,Semi-Auto,7443,Petrol,145,27.2,3.0
5976, X1,2020,31825,Semi-Auto,99,Diesel,145,47.9,2.0
5977, X5,2019,49490,Semi-Auto,3252,Diesel,145,37.7,3.0
5978, 1 Series,2019,25999,Semi-Auto,1356,Diesel,145,50.4,2.0
5979, X1,2019,25990,Semi-Auto,7333,Diesel,145,60.1,2.0
5980, 3 Series,2019,34990,Semi-Auto,8005,Petrol,145,40.4,2.0
5981, 1 Series,2016,13500,Automatic,34144,Diesel,20,68.9,1.5
5982, 3 Series,2016,16100,Automatic,45759,Diesel,145,56.5,3.0
5983, X3,2016,22450,Semi-Auto,22699,Diesel,200,47.9,3.0
5984, 4 Series,2016,17144,Manual,18250,Petrol,160,46.3,2.0
5985, 4 Series,2017,19494,Semi-Auto,14465,Diesel,145,65.7,2.0
5986, M5,2016,25999,Semi-Auto,49689,Petrol,565,28.5,4.4
5987, 1 Series,2013,9995,Manual,59995,Diesel,30,62.8,2.0
5988, 2 Series,2018,17745,Semi-Auto,17771,Diesel,150,62.8,2.0
5989, 5 Series,2017,28735,Semi-Auto,21638,Diesel,150,53.3,3.0
5990, 1 Series,2017,13888,Manual,15512,Petrol,150,53.3,1.5
5991, X1,2019,30555,Automatic,1000,Diesel,150,50.4,2.0
5992, 3 Series,2019,25490,Semi-Auto,6219,Petrol,150,42.2,2.0
5993, 3 Series,2019,26490,Semi-Auto,7385,Petrol,150,41.5,2.0
5994, X1,2019,21850,Automatic,6141,Petrol,145,46.3,1.5
5995, 2 Series,2017,17990,Semi-Auto,30488,Diesel,145,55.4,2.0
5996, 3 Series,2019,29990,Automatic,13376,Diesel,145,52.3,2.0
5997, X6,2016,28950,Semi-Auto,31585,Diesel,200,47.1,3.0
5998, 3 Series,2017,15500,Semi-Auto,47251,Diesel,30,64.2,2.0
5999, 1 Series,2018,12200,Semi-Auto,45648,Diesel,150,72.4,1.5
6000, 4 Series,2019,24990,Semi-Auto,8830,Petrol,145,48.7,2.0
6001, X3,2016,21990,Semi-Auto,28211,Diesel,150,54.3,2.0
6002, 3 Series,2017,13995,Semi-Auto,32871,Diesel,145,68.9,2.0
6003, 2 Series,2019,25480,Automatic,10,Hybrid,135,113.0,1.5
6004, X5,2019,48990,Semi-Auto,6439,Diesel,145,37.7,3.0
6005, 2 Series,2017,18990,Semi-Auto,20000,Petrol,150,50.4,1.5
6006, 1 Series,2017,14990,Semi-Auto,26525,Petrol,150,55.5,1.5
6007, 3 Series,2019,21990,Semi-Auto,10586,Diesel,145,55.4,2.0
6008, 1 Series,2019,23990,Manual,10,Petrol,145,44.1,1.5
6009, X3,2019,53990,Automatic,3961,Petrol,145,24.8,3.0
6010, X2,2019,27990,Automatic,9182,Petrol,145,39.8,2.0
6011, 2 Series,2019,20990,Semi-Auto,2139,Petrol,145,53.3,1.5
6012, 3 Series,2019,30990,Automatic,2579,Diesel,145,52.3,2.0
6013, X5,2019,48990,Automatic,8336,Diesel,145,37.7,3.0
6014, 3 Series,2019,41990,Automatic,10028,Diesel,145,43.5,3.0
6015, 4 Series,2018,23990,Semi-Auto,17592,Petrol,145,48.7,2.0
6016, 5 Series,2017,25990,Semi-Auto,48883,Diesel,145,53.3,3.0
6017, 5 Series,2017,21790,Semi-Auto,24794,Diesel,30,65.7,2.0
6018, X1,2017,18995,Semi-Auto,30872,Diesel,145,57.6,2.0
6019, 3 Series,2016,16995,Semi-Auto,22035,Diesel,30,62.8,2.0
6020, 5 Series,2015,18495,Semi-Auto,36200,Diesel,160,50.4,3.0
6021, 1 Series,2013,9995,Manual,56369,Diesel,125,58.9,2.0
6022, 1 Series,2017,13995,Manual,22119,Diesel,150,68.9,2.0
6023, 5 Series,2013,10000,Semi-Auto,87457,Diesel,145,56.5,2.0
6024, i8,2017,59950,Automatic,9992,Hybrid,135,134.5,1.5
6025, 3 Series,2020,30990,Semi-Auto,4506,Diesel,150,52.3,2.0
6026, 1 Series,2020,31990,Semi-Auto,3150,Petrol,150,34.5,2.0
6027, 3 Series,2018,19990,Manual,2459,Petrol,150,47.9,2.0
6028, 4 Series,2019,29990,Semi-Auto,9448,Petrol,145,41.5,3.0
6029, 2 Series,2015,17490,Semi-Auto,36000,Petrol,265,37.2,3.0
6030, X1,2018,21000,Semi-Auto,22964,Diesel,145,60.1,2.0
6031, 1 Series,2016,13800,Automatic,11510,Diesel,20,70.6,2.0
6032, X1,2016,19000,Automatic,13044,Diesel,125,57.6,2.0
6033, 5 Series,2019,30500,Semi-Auto,7536,Petrol,145,46.3,2.0
6034, 3 Series,2016,19490,Automatic,30088,Petrol,160,46.3,2.0
6035, X5,2017,32990,Automatic,39593,Diesel,200,47.1,3.0
