año,mes,nacion,4 y 5 estrellas,3 estrellas,2 estrellas,1 estrella,hoteleros,extrahoteleros,total
2015,5,TOTAL,5342,7320,3532,1092,17286,0,17286
2015,6,España,4161,5155,2116,906,12338,0,12338
2015,6,Holanda,27,158,12,2,199,0,199
2015,6,Bélgica,25,21,12,6,64,0,64
2015,6,Alemania,102,149,72,29,352,0,352
2015,6,Francia,61,169,53,43,326,0,326
2015,6,Reino Unido,207,185,24,10,426,0,426
2015,6,Irlanda,24,21,12,4,61,0,61
2015,6,Italia,44,249,78,30,401,0,401
2015,6,Suecia,8,8,9,0,25,0,25
2015,6,Noruega,9,9,5,1,24,0,24
2015,6,Dinamarca,13,4,1,0,18,0,18
2015,6,Finlandia,1,12,0,0,13,0,13
2015,6,Suiza,27,31,3,0,61,0,61
2015,6,Austria,3,19,5,5,32,0,32
2015,6,Rusia,16,31,25,5,77,0,77
2015,6,Países del Este,30,42,21,13,106,0,106
2015,6,Resto de Europa,27,97,40,25,189,0,189
2015,6,USA,46,61,13,1,121,0,121
2015,6,Resto de América,19,115,46,43,223,0,223
2015,6,Resto del Mundo,85,216,43,31,375,0,375
2015,6,TOTAL,4935,6752,2590,1154,15431,0,15431
2015,7,España,5434,4597,1465,783,12279,0,12279
2015,7,Holanda,36,25,3,1,65,0,65
2015,7,Bélgica,60,22,0,4,86,0,86
2015,7,Alemania,268,90,28,19,405,0,405
2015,7,Francia,123,123,22,34,302,0,302
2015,7,Reino Unido,390,121,24,1,536,0,536
2015,7,Irlanda,27,19,9,4,59,0,59
2015,7,Italia,108,198,67,52,425,0,425
2015,7,Suecia,9,4,6,0,19,0,19
2015,7,Noruega,43,14,1,1,59,0,59
2015,7,Dinamarca,19,9,9,3,40,0,40
2015,7,Finlandia,5,1,0,0,6,0,6
2015,7,Suiza,25,29,1,0,55,0,55
2015,7,Austria,12,9,2,3,26,0,26
2015,7,Rusia,67,57,8,8,140,0,140
2015,7,Países del Este,64,30,15,15,124,0,124
2015,7,Resto de Europa,39,65,33,34,171,0,171
2015,7,USA,87,29,4,1,121,0,121
2015,7,Resto de América,81,106,53,49,289,0,289
2015,7,Resto del Mundo,181,122,28,37,368,0,368
2015,7,TOTAL,7078,5670,1778,1049,15575,0,15575
2015,8,España,4161,5155,2116,906,12338,0,12338
2015,8,Holanda,27,158,12,2,199,0,199
2015,8,Bélgica,25,21,12,6,64,0,64
2015,8,Alemania,102,149,72,29,352,0,352
2015,8,Francia,61,169,53,43,326,0,326
2015,8,Reino Unido,207,185,24,10,426,0,426
2015,8,Irlanda,24,21,12,4,61,0,61
2015,8,Italia,44,249,78,30,401,0,401
2015,8,Suecia,8,8,9,0,25,0,25
2015,8,Noruega,9,9,5,1,24,0,24
2015,8,Dinamarca,13,4,1,0,18,0,18
2015,8,Finlandia,1,12,0,0,13,0,13
2015,8,Suiza,27,31,3,0,61,0,61
2015,8,Austria,3,19,5,5,32,0,32
2015,8,Rusia,16,31,25,5,77,0,77
2015,8,Países del Este,30,42,21,13,106,0,106
2015,8,Resto de Europa,27,97,40,25,189,0,189
2015,8,USA,46,61,13,1,121,0,121
2015,8,Resto de América,19,115,46,43,223,0,223
2015,8,Resto del Mundo,85,216,43,31,375,0,375
2015,8,TOTAL,4935,6752,2590,1154,15431,0,15431
2015,9,España,4050,4215,2166,653,11084,0,11084
2015,9,Holanda,36,16,9,8,69,0,69
2015,9,Bélgica,18,66,22,9,115,0,115
2015,9,Alemania,245,134,126,40,545,0,545
2015,9,Francia,96,108,96,52,352,0,352
2015,9,Reino Unido,469,202,39,12,722,0,722
2015,9,Irlanda,12,19,5,2,38,0,38
2015,9,Italia,82,175,144,78,479,0,479
2015,9,Suecia,15,4,2,4,25,0,25
2015,9,Noruega,23,18,6,0,47,0,47
2015,9,Dinamarca,9,14,4,3,30,0,30
2015,9,Finlandia,7,2,8,0,17,0,17
2015,9,Suiza,16,20,8,3,47,0,47
2015,9,Austria,29,10,6,8,53,0,53
2015,9,Rusia,15,28,25,8,76,0,76
2015,9,Países del Este,32,41,29,17,119,0,119
2015,9,Resto de Europa,27,144,80,64,315,0,315
2015,9,USA,44,46,13,1,104,0,104
2015,9,Resto de América,30,148,50,27,255,0,255
2015,9,Resto del Mundo,116,134,32,23,305,0,305
2015,9,TOTAL,5371,5544,2870,1012,14797,0,14797
2015,10,España,5986,5122,2349,843,14300,0,14300
2015,10,Holanda,60,37,22,19,138,0,138
2015,10,Bélgica,57,32,4,4,97,0,97
2015,10,Alemania,459,227,107,56,849,0,849
2015,10,Francia,165,151,124,83,523,0,523
2015,10,Reino Unido,597,246,21,14,878,0,878
2015,10,Irlanda,18,23,10,1,52,0,52
2015,10,Italia,117,201,142,71,531,0,531
2015,10,Suecia,281,18,12,10,321,0,321
2015,10,Noruega,219,27,2,0,248,0,248
2015,10,Dinamarca,111,12,4,24,151,0,151
2015,10,Finlandia,121,25,12,5,163,0,163
2015,10,Suiza,99,56,15,11,181,0,181
2015,10,Austria,28,17,8,11,64,0,64
2015,10,Rusia,36,12,33,9,90,0,90
2015,10,Países del Este,46,16,21,9,92,0,92
2015,10,Resto de Europa,41,117,105,60,323,0,323
2015,10,USA,65,67,22,1,155,0,155
2015,10,Resto de América,69,132,64,24,289,0,289
2015,10,Resto del Mundo,200,132,45,25,402,0,402
2015,10,TOTAL,8775,6670,3122,1280,19847,0,19847
2015,11,España,6159,5355,2808,699,15021,0,15021
2015,11,Holanda,54,35,21,9,119,0,119
2015,11,Bélgica,69,32,18,14,133,0,133
2015,11,Alemania,472,288,134,87,981,0,981
2015,11,Francia,169,167,136,109,581,0,581
2015,11,Reino Unido,654,215,72,24,965,0,965
2015,11,Irlanda,40,21,36,9,106,0,106
2015,11,Italia,153,249,173,91,666,0,666
2015,11,Suecia,326,12,38,1,377,0,377
2015,11,Noruega,268,27,14,9,318,0,318
2015,11,Dinamarca,97,26,9,11,143,0,143
2015,11,Finlandia,235,65,28,2,330,0,330
2015,11,Suiza,79,66,9,16,170,0,170
2015,11,Austria,34,33,21,6,94,0,94
2015,11,Rusia,57,26,53,15,151,0,151
2015,11,Países del Este,105,26,54,25,210,0,210
2015,11,Resto de Europa,74,183,149,71,477,0,477
2015,11,USA,163,70,25,4,262,0,262
2015,11,Resto de América,69,144,95,31,339,0,339
2015,11,Resto del Mundo,232,121,40,14,407,0,407
2015,11,TOTAL,9509,7161,3933,1247,21850,0,21850
2015,12,España,5189,4574,2321,683,12767,0,12767
2015,12,Holanda,65,72,33,18,188,0,188
2015,12,Bélgica,61,53,26,6,146,0,146
2015,12,Alemania,457,365,233,87,1142,0,1142
2015,12,Francia,172,191,119,77,559,0,559
2015,12,Reino Unido,591,283,91,25,990,0,990
2015,12,Irlanda,59,19,28,5,111,0,111
2015,12,Italia,202,260,193,68,723,0,723
2015,12,Suecia,359,43,41,6,449,0,449
2015,12,Noruega,260,34,15,1,310,0,310
2015,12,Dinamarca,97,37,29,6,169,0,169
2015,12,Finlandia,204,85,46,8,343,0,343
2015,12,Suiza,97,96,19,14,226,0,226
2015,12,Austria,50,34,12,11,107,0,107
2015,12,Rusia,42,67,15,28,152,0,152
2015,12,Países del Este,77,34,80,18,209,0,209
2015,12,Resto de Europa,106,208,98,91,503,0,503
2015,12,USA,55,71,14,5,145,0,145
2015,12,Resto de América,60,157,63,14,294,0,294
2015,12,Resto del Mundo,313,208,66,35,622,0,622
2015,12,TOTAL,8516,6891,3542,1206,20155,0,20155
2015,13,España,54389,62574,27597,9022,153582,0,153582
2015,13,Holanda,422,785,263,123,1593,0,1593
2015,13,Bélgica,521,497,226,80,1324,0,1324
2015,13,Alemania,3570,3145,1607,792,9114,0,9114
2015,13,Francia,1327,2092,1323,932,5674,0,5674
2015,13,Reino Unido,4755,3146,608,238,8747,0,8747
2015,13,Irlanda,311,324,207,40,882,0,882
2015,13,Italia,1156,2964,1733,770,6623,0,6623
2015,13,Suecia,2787,429,263,46,3525,0,3525
2015,13,Noruega,1875,332,131,37,2375,0,2375
2015,13,Dinamarca,765,363,124,76,1328,0,1328
2015,13,Finlandia,1119,576,197,46,1938,0,1938
2015,13,Suiza,576,541,127,111,1355,0,1355
2015,13,Austria,218,281,137,91,727,0,727
2015,13,Rusia,358,526,382,184,1450,0,1450
2015,13,Países del Este,549,435,408,230,1622,0,1622
2015,13,Resto de Europa,498,2127,1084,612,4321,0,4321
2015,13,USA,670,724,167,52,1613,0,1613
2015,13,Resto de América,454,1340,705,380,2879,0,2879
2015,13,Resto del Mundo,1603,2172,498,354,4627,0,4627
2015,13,TOTAL,77923,85373,37787,14216,215299,0,215299
2016,1,España,5396,4730,2406,670,13202,0,13202
2016,1,Holanda,46,55,52,16,169,25,194
2016,1,Bélgica,77,47,23,11,158,0,158
2016,1,Alemania,445,382,154,101,1082,25,1107
2016,1,Francia,214,201,155,80,650,0,650
2016,1,Reino Unido,689,385,95,72,1241,0,1241
2016,1,Irlanda,72,35,38,4,149,0,149
2016,1,Italia,199,343,206,150,898,0,898
2016,1,Suecia,337,49,26,11,423,0,423
2016,1,Noruega,231,29,18,4,282,0,282
2016,1,Dinamarca,96,31,22,7,156,0,156
2016,1,Finlandia,157,92,44,28,321,0,321
2016,1,Suiza,60,65,17,7,149,0,149
2016,1,Austria,40,45,21,14,120,0,120
2016,1,Rusia,67,54,60,28,209,0,209
2016,1,Países del Este,82,27,62,12,183,0,183
2016,1,Resto de Europa,64,210,135,116,525,0,525
2016,1,USA,49,65,26,7,147,0,147
2016,1,Resto de América,26,85,83,21,215,0,215
2016,1,Resto del Mundo,194,172,71,32,469,0,469
2016,1,TOTAL,8541,7102,3714,1391,20748,50,20798
2016,2,España,6078,5476,2520,925,14999,0,14999
2016,2,Holanda,41,71,35,34,181,0,181
2016,2,Bélgica,42,36,29,17,124,0,124
2016,2,Alemania,419,363,127,100,1009,41,1050
2016,2,Francia,202,278,171,126,777,25,802
2016,2,Reino Unido,713,392,110,34,1249,0,1249
2016,2,Irlanda,93,66,19,2,180,0,180
2016,2,Italia,142,264,178,56,640,0,640
2016,2,Suecia,317,91,29,16,453,0,453
2016,2,Noruega,266,46,17,3,332,0,332
2016,2,Dinamarca,120,42,23,8,193,0,193
2016,2,Finlandia,156,53,22,9,240,0,240
2016,2,Suiza,80,39,15,11,145,0,145
2016,2,Austria,30,46,8,17,101,0,101
2016,2,Rusia,63,43,32,16,154,0,154
2016,2,Países del Este,109,67,50,30,256,0,256
2016,2,Resto de Europa,100,360,131,73,664,0,664
2016,2,USA,112,68,32,11,223,0,223
2016,2,Resto de América,49,117,43,28,237,0,237
2016,2,Resto del Mundo,265,178,44,17,504,0,504
2016,2,TOTAL,9397,8096,3635,1533,22661,66,22727
2016,3,España,6546,4939,2763,905,15153,0,15153
2016,3,Holanda,52,24,33,15,124,33,157
2016,3,Bélgica,76,60,10,6,152,0,152
2016,3,Alemania,689,316,198,146,1349,25,1374
2016,3,Francia,350,261,125,57,793,0,793
2016,3,Reino Unido,834,283,55,32,1204,0,1204
2016,3,Irlanda,41,42,13,2,98,0,98
2016,3,Italia,293,241,184,69,787,0,787
2016,3,Suecia,519,43,17,9,588,0,588
2016,3,Noruega,217,24,14,2,257,0,257
2016,3,Dinamarca,106,117,13,14,250,0,250
2016,3,Finlandia,199,82,22,7,310,0,310
2016,3,Suiza,68,56,23,26,173,0,173
2016,3,Austria,37,30,25,4,96,0,96
2016,3,Rusia,27,59,49,32,167,0,167
2016,3,Países del Este,131,58,52,33,274,0,274
2016,3,Resto de Europa,66,183,114,90,453,0,453
2016,3,USA,75,60,9,5,149,0,149
2016,3,Resto de América,39,125,43,32,239,0,239
2016,3,Resto del Mundo,244,154,28,33,459,0,459
2016,3,TOTAL,10609,7157,3790,1519,23075,58,23133
2016,4,España,5476,5039,2496,710,13721,0,13721
2016,4,Holanda,34,59,19,31,143,0,143
2016,4,Bélgica,54,27,13,4,98,0,98
2016,4,Alemania,328,144,83,41,596,33,629
2016,4,Francia,469,235,159,84,947,33,980
2016,4,Reino Unido,411,193,53,16,673,17,690
2016,4,Irlanda,41,23,8,8,80,0,80
2016,4,Italia,132,224,130,72,558,0,558
2016,4,Suecia,316,24,22,1,363,0,363
2016,4,Noruega,181,12,2,3,198,0,198
2016,4,Dinamarca,85,22,4,2,113,0,113
2016,4,Finlandia,140,21,12,17,190,0,190
2016,4,Suiza,38,32,22,8,100,0,100
2016,4,Austria,23,15,8,1,47,0,47
2016,4,Rusia,28,52,50,3,133,0,133
2016,4,Países del Este,105,11,27,40,183,0,183
2016,4,Resto de Europa,64,188,119,46,417,0,417
2016,4,USA,136,87,8,1,232,0,232
2016,4,Resto de América,82,133,87,19,321,0,321
2016,4,Resto del Mundo,268,105,35,17,425,0,425
2016,4,TOTAL,8411,6646,3357,1124,19538,83,19621
2016,5,España,5869,5198,2333,745,14145,0,14145
2016,5,Holanda,20,21,17,12,70,0,70
2016,5,Bélgica,45,27,10,6,88,0,88
2016,5,Alemania,272,118,49,35,474,33,507
2016,5,Francia,136,141,80,82,439,0,439
2016,5,Reino Unido,306,122,38,16,482,0,482
2016,5,Irlanda,17,6,8,4,35,0,35
2016,5,Italia,120,192,108,69,489,0,489
2016,5,Suecia,45,9,5,2,61,0,61
2016,5,Noruega,13,5,9,2,29,0,29
2016,5,Dinamarca,109,25,3,0,137,0,137
2016,5,Finlandia,28,6,4,2,40,0,40
2016,5,Suiza,125,12,9,6,152,0,152
2016,5,Austria,5,4,6,6,21,0,21
2016,5,Rusia,38,25,28,22,113,0,113
2016,5,Países del Este,54,45,24,25,148,0,148
2016,5,Resto de Europa,98,167,124,73,462,0,462
2016,5,USA,117,40,17,2,176,0,176
2016,5,Resto de América,53,194,111,20,378,0,378
2016,5,Resto del Mundo,134,206,52,14,406,0,406
2016,5,TOTAL,7604,6563,3035,1143,18345,33,18378
2016,6,España,5868,5245,2226,773,14112,0,14112
2016,6,Holanda,46,23,6,11,86,0,86
2016,6,Bélgica,48,15,4,35,102,0,102
2016,6,Alemania,144,94,42,27,307,0,307
2016,6,Francia,89,114,50,67,320,0,320
2016,6,Reino Unido,214,148,22,12,396,0,396
2016,6,Irlanda,8,13,5,1,27,0,27
2016,6,Italia,123,156,104,28,411,0,411
2016,6,Suecia,18,14,9,9,50,0,50
2016,6,Noruega,13,0,2,2,17,0,17
2016,6,Dinamarca,4,4,1,1,10,0,10
2016,6,Finlandia,3,5,0,2,10,0,10
2016,6,Suiza,18,13,5,16,52,0,52
2016,6,Austria,19,7,5,1,32,0,32
2016,6,Rusia,28,27,14,6,75,0,75
2016,6,Países del Este,54,27,18,25,124,0,124
2016,6,Resto de Europa,91,123,74,40,328,0,328
2016,6,USA,95,71,13,11,190,0,190
2016,6,Resto de América,107,109,70,36,322,0,322
2016,6,Resto del Mundo,128,120,46,14,308,0,308
2016,6,TOTAL,7118,6328,2716,1117,17279,0,17279
2016,7,España,5753,4987,1878,876,13494,137,13631
2016,7,Holanda,59,49,5,1,114,0,114
2016,7,Bélgica,68,35,8,15,126,0,126
2016,7,Alemania,253,125,46,44,468,0,468
2016,7,Francia,179,176,47,69,471,0,471
2016,7,Reino Unido,565,179,116,12,872,0,872
2016,7,Irlanda,133,50,2,0,185,0,185
2016,7,Italia,109,215,40,73,437,0,437
2016,7,Suecia,36,34,2,3,75,0,75
2016,7,Noruega,17,22,1,0,40,0,40
2016,7,Dinamarca,22,15,9,1,47,0,47
2016,7,Finlandia,12,8,0,0,20,0,20
2016,7,Suiza,46,25,5,1,77,0,77
2016,7,Austria,13,22,0,4,39,0,39
2016,7,Rusia,29,54,6,3,92,307,399
2016,7,Países del Este,92,43,35,5,175,0,175
2016,7,Resto de Europa,229,111,49,54,443,0,443
2016,7,USA,149,72,16,9,246,0,246
2016,7,Resto de América,77,124,72,41,314,0,314
2016,7,Resto del Mundo,261,140,36,25,462,0,462
2016,7,TOTAL,8102,6486,2373,1236,18197,444,18641
2016,8,España,4808,3841,1797,711,11157,0,11157
2016,8,Holanda,132,45,4,1,182,0,182
2016,8,Bélgica,120,19,5,9,153,0,153
2016,8,Alemania,447,195,38,30,710,0,710
2016,8,Francia,205,220,67,46,538,0,538
2016,8,Reino Unido,689,215,16,7,927,0,927
2016,8,Irlanda,22,47,6,4,79,0,79
2016,8,Italia,220,412,383,94,1109,0,1109
2016,8,Suecia,29,15,2,1,47,0,47
2016,8,Noruega,39,12,1,0,52,0,52
2016,8,Dinamarca,8,2,1,1,12,0,12
2016,8,Finlandia,8,3,3,0,14,0,14
2016,8,Suiza,58,21,0,1,80,0,80
2016,8,Austria,20,13,3,1,37,0,37
2016,8,Rusia,49,30,8,12,99,0,99
2016,8,Países del Este,130,40,25,7,202,0,202
2016,8,Resto de Europa,88,135,68,50,341,0,341
2016,8,USA,66,41,13,8,128,0,128
2016,8,Resto de América,68,122,52,36,278,0,278
2016,8,Resto del Mundo,341,166,47,29,583,0,583
2016,8,TOTAL,7547,5594,2539,1048,16728,0,16728
2016,9,España,5093,4604,2521,698,12916,0,12916
2016,9,Holanda,256,115,17,3,391,0,391
2016,9,Bélgica,30,22,15,5,72,0,72
2016,9,Alemania,293,190,76,38,597,0,597
2016,9,Francia,113,144,95,16,368,0,368
2016,9,Reino Unido,492,212,59,9,772,0,772
2016,9,Irlanda,12,17,6,11,46,0,46
2016,9,Italia,185,242,146,73,646,0,646
2016,9,Suecia,21,14,10,0,45,0,45
2016,9,Noruega,37,15,3,0,55,0,55
2016,9,Dinamarca,38,27,9,3,77,0,77
2016,9,Finlandia,10,10,0,0,20,0,20
2016,9,Suiza,35,35,9,3,82,0,82
2016,9,Austria,9,39,9,0,57,0,57
2016,9,Rusia,55,25,28,12,120,0,120
2016,9,Países del Este,90,37,30,15,172,0,172
2016,9,Resto de Europa,88,153,155,54,450,0,450
2016,9,USA,86,56,1,5,148,0,148
2016,9,Resto de América,75,183,44,22,324,0,324
2016,9,Resto del Mundo,223,168,64,17,472,0,472
2016,9,TOTAL,7241,6308,3297,984,17830,0,17830
2016,10,España,6016,5073,2681,676,14446,0,14446
2016,10,Holanda,83,85,27,8,203,0,203
2016,10,Bélgica,61,46,25,3,135,0,135
2016,10,Alemania,426,201,94,28,749,0,749
2016,10,Francia,170,167,133,57,527,0,527
2016,10,Reino Unido,516,340,30,12,898,0,898
2016,10,Irlanda,37,17,9,5,68,0,68
2016,10,Italia,110,215,134,95,554,0,554
2016,10,Suecia,237,19,12,3,271,0,271
2016,10,Noruega,193,20,8,5,226,0,226
2016,10,Dinamarca,116,14,5,1,136,0,136
2016,10,Finlandia,80,10,10,0,100,0,100
2016,10,Suiza,80,40,14,7,141,0,141
2016,10,Austria,27,10,11,3,51,0,51
2016,10,Rusia,28,42,40,8,118,0,118
2016,10,Países del Este,83,25,18,20,146,0,146
2016,10,Resto de Europa,77,186,123,44,430,0,430
2016,10,USA,57,67,12,3,139,0,139
2016,10,Resto de América,74,131,62,25,292,0,292
2016,10,Resto del Mundo,225,129,45,26,425,0,425
2016,10,TOTAL,8696,6837,3493,1029,20055,0,20055
2016,11,España,6323,5470,2533,728,15054,0,15054
2016,11,Holanda,73,65,49,11,198,0,198
2016,11,Bélgica,83,47,24,11,165,0,165
2016,11,Alemania,434,262,191,37,924,0,924
2016,11,Francia,185,223,100,46,554,0,554
2016,11,Reino Unido,510,273,96,28,907,0,907
2016,11,Irlanda,36,21,26,4,87,0,87
2016,11,Italia,158,269,163,78,668,0,668
2016,11,Suecia,286,25,28,8,347,0,347
2016,11,Noruega,219,32,4,1,256,0,256
2016,11,Dinamarca,71,13,22,3,109,0,109
2016,11,Finlandia,227,52,22,5,306,0,306
2016,11,Suiza,59,43,18,5,125,0,125
2016,11,Austria,27,24,15,4,70,0,70
2016,11,Rusia,85,51,67,21,224,0,224
2016,11,Países del Este,110,28,67,9,214,0,214
2016,11,Resto de Europa,146,177,163,83,569,0,569
2016,11,USA,127,51,14,3,195,0,195
2016,11,Resto de América,131,171,64,41,407,0,407
2016,11,Resto del Mundo,94,158,40,13,305,0,305
2016,11,TOTAL,9384,7455,3706,1139,21684,0,21684
2016,12,España,4893,4422,2441,554,12310,0,12310
2016,12,Holanda,99,81,41,24,245,0,245
2016,12,Bélgica,41,60,25,12,138,0,138
2016,12,Alemania,386,392,179,83,1040,0,1040
2016,12,Francia,138,144,96,53,431,0,431
2016,12,Reino Unido,480,434,118,46,1078,0,1078
2016,12,Irlanda,34,33,26,9,102,0,102
2016,12,Italia,133,339,222,71,765,0,765
2016,12,Suecia,345,41,38,9,433,0,433
2016,12,Noruega,239,38,19,12,308,0,308
2016,12,Dinamarca,102,36,19,7,164,0,164
2016,12,Finlandia,119,74,26,8,227,0,227
2016,12,Suiza,91,49,19,7,166,0,166
2016,12,Austria,30,26,10,4,70,0,70
2016,12,Rusia,40,100,40,21,201,0,201
2016,12,Países del Este,59,68,63,25,215,0,215
2016,12,Resto de Europa,96,158,139,59,452,0,452
2016,12,USA,98,106,33,1,238,0,238
2016,12,Resto de América,33,171,73,34,311,0,311
2016,12,Resto del Mundo,105,291,68,34,498,0,498
2016,12,TOTAL,7561,7063,3695,1073,19392,0,19392
2016,13,España,68119,59024,28595,8971,164709,137,164846
2016,13,Holanda,941,693,305,167,2106,58,2164
2016,13,Bélgica,745,441,191,134,1511,0,1511
2016,13,Alemania,4536,2782,1277,710,9305,157,9462
2016,13,Francia,2450,2304,1278,783,6815,58,6873
2016,13,Reino Unido,6419,3176,808,296,10699,17,10716
2016,13,Irlanda,546,370,166,54,1136,0,1136
2016,13,Italia,1924,3112,1998,928,7962,0,7962
2016,13,Suecia,2506,378,200,72,3156,0,3156
2016,13,Noruega,1665,255,98,34,2052,0,2052
2016,13,Dinamarca,877,348,131,48,1404,0,1404
2016,13,Finlandia,1139,416,165,78,1798,0,1798
2016,13,Suiza,758,430,156,98,1442,0,1442
2016,13,Austria,280,281,121,59,741,0,741
2016,13,Rusia,537,562,422,184,1705,307,2012
2016,13,Países del Este,1099,476,471,246,2292,0,2292
2016,13,Resto de Europa,1207,2151,1394,782,5534,0,5534
2016,13,USA,1167,784,194,66,2211,0,2211
2016,13,Resto de América,814,1665,804,355,3638,0,3638
2016,13,Resto del Mundo,2482,1987,576,271,5316,0,5316
2016,13,TOTAL,100211,81635,39350,14336,235532,734,236266
2017,1,España,5513,4375,2248,538,12674,0,12674
2017,1,Holanda,101,84,52,7,244,0,244
2017,1,Bélgica,100,64,26,4,194,0,194
2017,1,Alemania,429,321,155,71,976,0,976
2017,1,Francia,145,162,123,73,503,0,503
2017,1,Reino Unido,700,480,116,45,1341,0,1341
2017,1,Irlanda,57,45,26,9,137,0,137
2017,1,Italia,209,337,227,98,871,0,871
2017,1,Suecia,427,89,43,7,566,0,566
2017,1,Noruega,246,34,19,7,306,0,306
2017,1,Dinamarca,123,78,9,16,226,0,226
2017,1,Finlandia,200,77,55,18,350,0,350
2017,1,Suiza,93,40,26,4,163,0,163
2017,1,Austria,33,24,21,4,82,0,82
2017,1,Rusia,90,74,57,30,251,0,251
2017,1,Países del Este,168,65,103,3,339,0,339
2017,1,Resto de Europa,173,236,173,132,714,0,714
2017,1,USA,56,90,24,8,178,0,178
2017,1,Resto de América,69,128,89,21,307,0,307
2017,1,Resto del Mundo,144,180,51,25,400,0,400
2017,1,TOTAL,9076,6983,3643,1120,20822,0,20822
2017,2,España,5522,5090,2554,620,13786,0,13786
2017,2,Holanda,95,66,41,25,227,0,227
2017,2,Bélgica,71,64,21,5,161,0,161
2017,2,Alemania,479,285,126,42,932,0,932
2017,2,Francia,242,213,160,69,684,0,684
2017,2,Reino Unido,652,376,154,38,1220,0,1220
2017,2,Irlanda,90,31,12,1,134,0,134
2017,2,Italia,168,263,149,83,663,0,663
2017,2,Suecia,362,56,30,4,452,0,452
2017,2,Noruega,212,26,2,7,247,0,247
2017,2,Dinamarca,113,41,13,8,175,0,175
2017,2,Finlandia,186,56,8,9,259,0,259
2017,2,Suiza,82,49,16,9,156,0,156
2017,2,Austria,37,32,23,11,103,0,103
2017,2,Rusia,61,61,47,9,178,0,178
2017,2,Países del Este,101,41,63,20,225,0,225
2017,2,Resto de Europa,317,243,126,59,745,0,745
2017,2,USA,54,91,33,0,178,0,178
2017,2,Resto de América,92,124,54,16,286,0,286
2017,2,Resto del Mundo,225,238,66,28,557,0,557
2017,2,TOTAL,9161,7446,3698,1063,21368,0,21368
2017,3,España,6365,5923,3156,709,16153,0,16153
2017,3,Holanda,102,41,21,5,169,0,169
2017,3,Bélgica,68,45,22,8,143,0,143
2017,3,Alemania,495,261,180,74,1010,0,1010
2017,3,Francia,183,217,99,55,554,0,554
2017,3,Reino Unido,791,358,64,73,1286,0,1286
2017,3,Irlanda,46,54,16,5,121,0,121
2017,3,Italia,191,323,125,83,722,0,722
2017,3,Suecia,359,62,24,4,449,0,449
2017,3,Noruega,302,57,18,1,378,0,378
2017,3,Dinamarca,91,23,8,7,129,0,129
2017,3,Finlandia,211,37,31,3,282,0,282
2017,3,Suiza,59,36,6,4,105,0,105
2017,3,Austria,20,16,17,7,60,0,60
2017,3,Rusia,26,40,38,13,117,0,117
2017,3,Países del Este,145,68,38,24,275,0,275
2017,3,Resto de Europa,158,179,204,71,612,0,612
2017,3,USA,162,70,58,12,302,0,302
2017,3,Resto de América,101,136,53,18,308,0,308
2017,3,Resto del Mundo,257,233,35,20,545,0,545
2017,3,TOTAL,10132,8179,4213,1196,23720,0,23720
2017,4,España,4901,4458,2755,686,12800,0,12800
2017,4,Holanda,55,32,19,1,107,0,107
2017,4,Bélgica,81,32,38,1,152,0,152
2017,4,Alemania,325,157,110,37,629,0,629
2017,4,Francia,261,229,126,50,666,0,666
2017,4,Reino Unido,607,189,38,21,855,0,855
2017,4,Irlanda,68,27,11,1,107,0,107
2017,4,Italia,197,229,178,50,654,0,654
2017,4,Suecia,282,16,27,1,326,0,326
2017,4,Noruega,169,24,8,4,205,0,205
2017,4,Dinamarca,94,186,3,0,283,0,283
2017,4,Finlandia,144,25,9,4,182,0,182
2017,4,Suiza,87,28,8,36,159,0,159
2017,4,Austria,31,25,10,0,66,0,66
2017,4,Rusia,38,40,47,17,142,0,142
2017,4,Países del Este,134,60,30,11,235,0,235
2017,4,Resto de Europa,167,227,92,58,544,0,544
2017,4,USA,154,108,24,21,307,0,307
2017,4,Resto de América,118,128,63,28,337,0,337
2017,4,Resto del Mundo,200,275,33,20,528,0,528
2017,4,TOTAL,8113,6495,3629,1047,19284,0,19284
2017,5,España,5588,5164,2754,740,14246,0,14246
2017,5,Holanda,44,24,8,0,76,0,76
2017,5,Bélgica,40,37,16,1,94,0,94
2017,5,Alemania,190,108,54,20,372,0,372
2017,5,Francia,175,191,124,33,523,0,523
2017,5,Reino Unido,358,122,30,3,513,0,513
2017,5,Irlanda,19,20,6,0,45,0,45
2017,5,Italia,106,231,74,75,486,0,486
2017,5,Suecia,13,19,5,4,41,0,41
2017,5,Noruega,15,6,3,1,25,0,25
2017,5,Dinamarca,19,6,1,0,26,0,26
2017,5,Finlandia,12,14,5,1,32,0,32
2017,5,Suiza,57,13,5,5,80,0,80
2017,5,Austria,19,7,2,1,29,0,29
2017,5,Rusia,32,45,26,7,110,0,110
2017,5,Países del Este,64,32,21,25,142,0,142
2017,5,Resto de Europa,107,139,90,53,389,0,389
2017,5,USA,95,64,12,1,172,0,172
2017,5,Resto de América,92,145,51,37,325,0,325
2017,5,Resto del Mundo,112,177,28,21,338,0,338
2017,5,TOTAL,7157,6564,3315,1028,18064,0,18064
2017,6,España,5665,5144,2495,624,13928,0,13928
2017,6,Holanda,34,64,14,5,117,0,117
2017,6,Bélgica,53,38,9,0,100,0,100
2017,6,Alemania,169,105,54,11,339,0,339
2017,6,Francia,94,100,66,9,269,0,269
2017,6,Reino Unido,362,144,19,20,545,0,545
