año,mes,nacion,4 y 5 estrellas,3 estrellas,2 estrellas,1 estrella,hoteleros,extrahoteleros,total
2009,6,Resto de América,61,117,97,52,327,0,327
2009,6,Resto del Mundo,43,72,67,46,228,0,228
2009,6,TOTAL,4633,3462,3850,805,12750,0,12750
2009,7,España,3415,2940,3093,504,9952,0,9952
2009,7,Holanda,27,7,12,9,55,0,55
2009,7,Bélgica,6,9,1,6,22,0,22
2009,7,Alemania,37,26,44,18,125,0,125
2009,7,Francia,50,50,64,29,193,0,193
2009,7,Gran Bretaña,47,72,34,3,156,0,156
2009,7,Irlanda,8,8,13,0,29,0,29
2009,7,Italia,44,70,71,33,218,0,218
2009,7,Suecia,10,0,8,0,18,0,18
2009,7,Noruega,11,6,29,0,46,0,46
2009,7,Dinamarca,8,3,5,3,19,0,19
2009,7,Finlandia,0,2,12,0,14,0,14
2009,7,Suiza,8,8,12,4,32,0,32
2009,7,Austria,1,6,13,5,25,0,25
2009,7,Rusia,2,5,13,0,20,0,20
2009,7,Países del Este,17,14,21,27,79,0,79
2009,7,Resto de Europa,45,39,39,8,131,0,131
2009,7,Estados Unidos,44,25,34,1,104,0,104
2009,7,Resto de América,46,172,140,73,431,0,431
2009,7,Resto del Mundo,31,90,84,16,221,0,221
2009,7,TOTAL,3857,3552,3742,739,11890,0,11890
2009,8,España,2222,1728,1720,346,6016,0,6016
2009,8,Holanda,11,6,12,10,39,0,39
2009,8,Bélgica,14,8,12,7,41,0,41
2009,8,Alemania,22,28,57,21,128,0,128
2009,8,Francia,7,32,137,60,236,0,236
2009,8,Gran Bretaña,35,30,33,5,103,0,103
2009,8,Irlanda,7,2,6,2,17,0,17
2009,8,Italia,34,101,105,39,279,0,279
2009,8,Suecia,1,0,1,0,2,0,2
2009,8,Noruega,2,5,6,0,13,0,13
2009,8,Dinamarca,4,2,1,0,7,0,7
2009,8,Finlandia,0,0,25,0,25,0,25
2009,8,Suiza,9,1,1,1,12,0,12
2009,8,Austria,0,2,4,4,10,0,10
2009,8,Rusia,1,6,22,0,29,0,29
2009,8,Países del Este,7,6,18,6,37,0,37
2009,8,Resto de Europa,7,31,31,6,75,0,75
2009,8,Estados Unidos,22,28,7,0,57,0,57
2009,8,Resto de América,27,158,112,41,338,0,338
2009,8,Resto del Mundo,22,137,125,29,313,0,313
2009,8,TOTAL,2454,2311,2435,577,7777,0,7777
2009,9,España,3481,2789,2574,405,9249,0,9249
2009,9,Holanda,10,18,8,0,36,0,36
2009,9,Bélgica,11,7,9,4,31,0,31
2009,9,Alemania,40,45,87,26,198,0,198
2009,9,Francia,19,87,30,30,166,0,166
2009,9,Gran Bretaña,31,52,35,4,122,0,122
2009,9,Irlanda,9,5,6,10,30,0,30
2009,9,Italia,36,56,59,44,195,0,195
2009,9,Suecia,18,2,2,0,22,0,22
2009,9,Noruega,3,2,4,2,11,0,11
2009,9,Dinamarca,1,9,5,0,15,0,15
2009,9,Finlandia,3,1,11,0,15,0,15
2009,9,Suiza,12,3,13,2,30,0,30
2009,9,Austria,6,2,11,6,25,0,25
2009,9,Rusia,4,9,3,6,22,0,22
2009,9,Países del Este,40,14,18,10,82,0,82
2009,9,Resto de Europa,17,33,72,17,139,0,139
2009,9,Estados Unidos,29,30,23,0,82,0,82
2009,9,Resto de América,30,224,134,60,448,0,448
2009,9,Resto del Mundo,11,63,101,30,205,0,205
2009,9,TOTAL,3811,3451,3205,656,11123,0,11123
2009,10,España,3979,3239,3043,428,10689,0,10689
2009,10,Holanda,16,12,17,9,54,0,54
2009,10,Bélgica,8,8,6,2,24,0,24
2009,10,Alemania,64,53,168,34,319,0,319
2009,10,Francia,39,60,44,26,169,0,169
2009,10,Gran Bretaña,41,83,87,4,215,0,215
2009,10,Irlanda,3,10,9,2,24,0,24
2009,10,Italia,26,48,72,30,176,0,176
2009,10,Suecia,4,7,30,0,41,0,41
2009,10,Noruega,0,2,18,2,22,0,22
2009,10,Dinamarca,0,7,8,1,16,0,16
2009,10,Finlandia,0,0,8,0,8,0,8
2009,10,Suiza,2,23,25,4,54,0,54
2009,10,Austria,2,10,4,9,25,0,25
2009,10,Rusia,3,3,37,0,43,0,43
2009,10,Países del Este,3,20,46,1,70,0,70
2009,10,Resto de Europa,10,49,50,16,125,0,125
2009,10,Estados Unidos,20,16,13,6,55,0,55
2009,10,Resto de América,27,241,151,39,458,0,458
2009,10,Resto del Mundo,23,113,65,21,222,0,222
2009,10,TOTAL,4270,4004,3901,634,12809,0,12809
2009,11,España,3782,3465,3473,446,11166,0,11166
2009,11,Holanda,19,5,19,7,50,0,50
2009,11,Bélgica,8,20,24,4,56,0,56
2009,11,Alemania,269,89,156,50,564,0,564
2009,11,Francia,36,52,47,59,194,0,194
2009,11,Gran Bretaña,48,91,99,20,258,0,258
2009,11,Irlanda,4,10,8,4,26,0,26
2009,11,Italia,56,58,65,26,205,0,205
2009,11,Suecia,6,10,21,5,42,0,42
2009,11,Noruega,0,18,25,2,45,0,45
2009,11,Dinamarca,2,4,8,2,16,0,16
2009,11,Finlandia,3,7,36,4,50,0,50
2009,11,Suiza,11,12,18,6,47,0,47
2009,11,Austria,9,7,33,7,56,0,56
2009,11,Rusia,8,5,17,4,34,0,34
2009,11,Países del Este,32,15,43,13,103,0,103
2009,11,Resto de Europa,25,46,45,24,140,0,140
2009,11,Estados Unidos,33,24,35,5,97,0,97
2009,11,Resto de América,43,206,220,34,503,0,503
2009,11,Resto del Mundo,25,177,90,46,338,0,338
2009,11,TOTAL,4419,4321,4482,768,13990,0,13990
2009,12,España,3196,2901,3517,415,10029,0,10029
2009,12,Holanda,13,8,66,12,99,0,99
2009,12,Bélgica,16,24,28,28,96,0,96
2009,12,Alemania,68,162,257,59,546,0,546
