año,mes,nacion,4 y 5 estrellas,3 estrellas,1 y 2 estrellas,hoteleros,extrahoteleros,total
2011,2,Austria,392,111,14,517,119,636
2011,2,Rusia,113,15,1,129,39,168
2011,2,Países del Este,303,55,1,359,70,429
2011,2,Resto de Europa,242,127,14,383,231,614
2011,2,Estados Unidos,75,19,11,105,28,133
2011,2,Resto de América,92,64,4,160,96,256
2011,2,Resto del Mundo,103,44,0,147,76,223
2011,2,TOTAL,34805,6805,1549,43159,13523,56682
2011,3,España,17239,2234,1496,20969,5399,26368
2011,3,Holanda,157,48,1,206,119,325
2011,3,Bélgica,69,38,0,107,61,168
2011,3,Alemania,12448,2330,27,14805,3659,18464
2011,3,Francia,1422,582,13,2017,241,2258
2011,3,Gran Bretaña,4470,631,21,5122,1028,6150
2011,3,Irlanda,93,21,1,115,91,206
2011,3,Italia,119,112,9,240,209,449
2011,3,Suecia,588,189,1,778,1597,2375
2011,3,Noruega,148,20,1,169,811,980
2011,3,Dinamarca,612,46,0,658,766,1424
2011,3,Finlandia,501,214,9,724,3837,4561
2011,3,Suiza,187,39,5,231,111,342
2011,3,Austria,252,92,5,349,122,471
2011,3,Rusia,57,7,2,66,61,127
2011,3,Países del Este,255,37,1,293,134,427
2011,3,Resto de Europa,366,132,16,514,156,670
2011,3,Estados Unidos,77,29,9,115,52,167
2011,3,Resto de América,38,38,0,76,144,220
2011,3,Resto del Mundo,187,39,5,231,225,456
2011,3,TOTAL,39285,6878,1622,47785,18823,66608
2011,4,España,21709,2703,1022,25434,9169,34603
2011,4,Holanda,91,29,0,120,137,257
2011,4,Bélgica,100,21,0,121,63,184
2011,4,Alemania,8978,1513,33,10524,2467,12991
2011,4,Francia,1519,502,7,2028,369,2397
2011,4,Gran Bretaña,2944,480,6,3430,1178,4608
2011,4,Irlanda,35,9,0,44,15,59
2011,4,Italia,203,76,2,281,180,461
2011,4,Suecia,231,57,2,290,560,850
2011,4,Noruega,61,24,0,85,363,448
2011,4,Dinamarca,320,12,0,332,341,673
2011,4,Finlandia,154,122,0,276,1361,1637
2011,4,Suiza,182,46,2,230,73,303
2011,4,Austria,219,109,0,328,101,429
2011,4,Rusia,220,18,0,238,97,335
2011,4,Países del Este,205,56,6,267,94,361
2011,4,Resto de Europa,223,103,4,330,241,571
2011,4,Estados Unidos,60,7,2,69,77,146
2011,4,Resto de América,96,55,4,155,224,379
2011,4,Resto del Mundo,162,33,6,201,252,453
2011,4,TOTAL,37712,5975,1096,44783,17362,62145
2011,5,España,21584,2617,939,25140,9233,34373
2011,5,Holanda,100,51,1,152,110,262
2011,5,Bélgica,85,22,0,107,25,132
2011,5,Alemania,6171,1339,10,7520,1384,8904
2011,5,Francia,1010,248,0,1258,227,1485
2011,5,Gran Bretaña,1529,325,0,1854,672,2526
2011,5,Irlanda,36,16,0,52,54,106
2011,5,Italia,140,94,0,234,158,392
2011,5,Suecia,25,0,0,25,20,45
2011,5,Noruega,6,1,0,7,54,61
2011,5,Dinamarca,17,1,0,18,65,83
2011,5,Finlandia,6,0,0,6,125,131
2011,5,Suiza,94,30,0,124,30,154
2011,5,Austria,97,62,0,159,45,204
2011,5,Rusia,174,39,0,213,162,375
2011,5,Países del Este,537,65,0,602,97,699
2011,5,Resto de Europa,309,74,4,387,330,717
2011,5,Estados Unidos,44,9,0,53,82,135
2011,5,Resto de América,57,55,0,112,199,311
2011,5,Resto del Mundo,183,33,0,216,89,305
2011,5,TOTAL,32204,5081,954,38239,13161,51400
2011,6,España,25026,2917,875,28818,10751,39569
2011,6,Holanda,41,31,0,72,86,158
2011,6,Bélgica,56,28,0,84,17,101
2011,6,Alemania,6256,1173,3,7432,1326,8758
2011,6,Francia,719,129,7,855,234,1089
2011,6,Gran Bretaña,1485,238,0,1723,716,2439
2011,6,Irlanda,19,18,0,37,34,71
2011,6,Italia,100,67,7,174,184,358
2011,6,Suecia,10,6,0,16,3,19
2011,6,Noruega,7,1,0,8,60,68
2011,6,Dinamarca,18,0,0,18,64,82
2011,6,Finlandia,60,6,0,66,13,79
2011,6,Suiza,91,22,0,113,23,136
2011,6,Austria,110,34,0,144,39,183
2011,6,Rusia,262,28,0,290,137,427
2011,6,Países del Este,307,48,0,355,93,448
2011,6,Resto de Europa,1203,174,0,1377,540,1917
2011,6,Estados Unidos,111,6,0,117,40,157
2011,6,Resto de América,88,42,0,130,163,293
2011,6,Resto del Mundo,289,21,1,311,96,407
2011,6,TOTAL,36258,4989,893,42140,14619,56759
2011,7,España,31092,3621,1011,35724,13352,49076
2011,7,Holanda,130,69,2,201,161,362
2011,7,Bélgica,113,23,0,136,85,221
2011,7,Alemania,6249,1244,13,7506,2126,9632
2011,7,Francia,805,269,14,1088,402,1490
2011,7,Gran Bretaña,1944,490,5,2439,973,3412
2011,7,Irlanda,17,34,0,51,66,117
2011,7,Italia,222,93,8,323,308,631
2011,7,Suecia,21,14,0,35,60,95
2011,7,Noruega,19,7,4,30,58,88
2011,7,Dinamarca,28,10,2,40,205,245
2011,7,Finlandia,38,3,0,41,16,57
2011,7,Suiza,114,26,0,140,46,186
2011,7,Austria,262,50,0,312,49,361
2011,7,Rusia,369,36,0,405,234,639
2011,7,Países del Este,135,34,0,169,127,296
2011,7,Resto de Europa,730,150,0,880,331,1211
2011,7,Estados Unidos,116,13,0,129,69,198
2011,7,Resto de América,109,75,0,184,369,553
2011,7,Resto del Mundo,301,49,16,366,134,500
2011,7,TOTAL,42814,6310,1075,50199,19171,69370
2011,8,España,35730,4010,290,40030,13546,53576
2011,8,Holanda,98,51,6,155,108,263
2011,8,Bélgica,76,43,0,119,65,184
2011,8,Alemania,6253,1292,0,7545,2099,9644
2011,8,Francia,779,273,20,1072,386,1458
2011,8,Gran Bretaña,2199,608,31,2838,1029,3867
2011,8,Irlanda,147,29,0,176,93,269
2011,8,Italia,211,174,60,445,579,1024
2011,8,Suecia,7,3,0,10,65,75
2011,8,Noruega,3,8,6,17,14,31
2011,8,Dinamarca,26,4,6,36,188,224
2011,8,Finlandia,0,0,0,0,17,17
2011,8,Suiza,192,22,0,214,41,255
2011,8,Austria,182,35,0,217,20,237
2011,8,Rusia,332,30,0,362,249,611
2011,8,Países del Este,198,48,0,246,126,372
2011,8,Resto de Europa,1202,177,0,1379,423,1802
2011,8,Estados Unidos,29,10,3,42,27,69
2011,8,Resto de América,464,102,0,566,304,870
2011,8,Resto del Mundo,183,34,6,223,169,392
2011,8,TOTAL,48311,6953,428,55692,19548,75240
2011,9,España,23464,2618,904,26986,8673,35659
2011,9,Holanda,112,67,0,179,125,304
2011,9,Bélgica,101,37,1,139,91,230
2011,9,Alemania,7149,1433,4,8586,1975,10561
2011,9,Francia,622,317,3,942,190,1132
2011,9,Gran Bretaña,2893,781,3,3677,647,4324
2011,9,Irlanda,58,53,0,111,59,170
2011,9,Italia,183,137,4,324,217,541
2011,9,Suecia,12,7,0,19,102,121
2011,9,Noruega,13,2,0,15,15,30
2011,9,Dinamarca,31,6,0,37,116,153
2011,9,Finlandia,17,13,0,30,66,96
2011,9,Suiza,83,30,0,113,29,142
2011,9,Austria,216,48,0,264,29,293
2011,9,Rusia,258,44,0,302,277,579
2011,9,Países del Este,258,57,4,319,89,408
2011,9,Resto de Europa,1141,138,0,1279,259,1538
2011,9,Estados Unidos,49,5,0,54,28,82
2011,9,Resto de América,106,75,0,181,149,330
2011,9,Resto del Mundo,237,44,0,281,114,395
2011,9,TOTAL,37003,5912,923,43838,13250,57088
2011,10,España,19255,1608,50,20913,7429,28342
2011,10,Holanda,165,103,0,268,138,406
2011,10,Bélgica,83,48,0,131,88,219
2011,10,Alemania,7960,1496,28,9484,2608,12092
2011,10,Francia,1064,183,16,1263,384,1647
2011,10,Gran Bretaña,4163,650,700,5513,1247,6760
2011,10,Irlanda,116,23,0,139,75,214
2011,10,Italia,232,185,16,433,339,772
2011,10,Suecia,195,96,0,291,803,1094
2011,10,Noruega,119,36,2,157,308,465
2011,10,Dinamarca,58,55,0,113,295,408
2011,10,Finlandia,464,243,7,714,1845,2559
2011,10,Suiza,190,55,3,248,83,331
2011,10,Austria,223,131,3,357,78,435
2011,10,Rusia,185,79,8,272,445,717
2011,10,Países del Este,240,99,0,339,146,485
2011,10,Resto de Europa,1120,147,0,1267,252,1519
2011,10,Estados Unidos,55,25,4,84,69,153
2011,10,Resto de América,109,74,0,183,219,402
2011,10,Resto del Mundo,394,77,28,499,121,620
2011,10,TOTAL,36390,5413,865,42668,16972,59640
2011,11,España,17658,1969,56,19683,4005,23688
2011,11,Holanda,148,47,0,195,78,273
2011,11,Bélgica,63,35,0,98,30,128
2011,11,Alemania,11360,2227,24,13611,2654,16265
2011,11,Francia,473,284,6,763,219,982
2011,11,Gran Bretaña,3483,527,1044,5054,822,5876
2011,11,Irlanda,27,52,0,79,24,103
2011,11,Italia,150,136,11,297,90,387
2011,11,Suecia,631,247,0,878,1428,2306
2011,11,Noruega,181,120,2,303,264,567
2011,11,Dinamarca,135,99,0,234,407,641
2011,11,Finlandia,883,355,7,1245,3460,4705
2011,11,Suiza,147,51,6,204,41,245
2011,11,Austria,227,105,0,332,80,412
2011,11,Rusia,171,22,4,197,78,275
2011,11,Países del Este,80,72,6,158,54,212
2011,11,Resto de Europa,227,77,4,308,64,372
2011,11,Estados Unidos,67,14,3,84,25,109
2011,11,Resto de América,26,46,0,72,104,176
2011,11,Resto del Mundo,113,43,7,163,113,276
2011,11,TOTAL,36250,6528,1180,43958,14040,57998
2011,12,España,18082,2004,234,20320,4255,24575
2011,12,Holanda,92,59,0,151,131,282
2011,12,Bélgica,90,43,11,144,72,216
2011,12,Alemania,11592,1891,75,13558,2975,16533
2011,12,Francia,868,379,11,1258,316,1574
2011,12,Gran Bretaña,2888,674,32,3594,835,4429
2011,12,Irlanda,99,40,7,146,52,198
2011,12,Italia,216,89,25,330,198,528
2011,12,Suecia,481,158,14,653,1718,2371
2011,12,Noruega,118,83,7,208,438,646
2011,12,Dinamarca,116,61,0,177,400,577
2011,12,Finlandia,488,278,4,770,2832,3602
2011,12,Suiza,174,41,4,219,99,318
2011,12,Austria,293,95,0,388,118,506
2011,12,Rusia,268,55,7,330,179,509
2011,12,Países del Este,130,60,0,190,82,272
2011,12,Resto de Europa,407,204,14,625,171,796
2011,12,Estados Unidos,142,21,11,174,93,267
2011,12,Resto de América,138,64,0,202,151,353
2011,12,Resto del Mundo,227,61,50,338,210,548
2011,12,TOTAL,36909,6360,506,43775,15325,59100
2011,13,España,260948,30234,9879,301061,93406,394467
2011,13,Holanda,1338,691,13,2042,1367,3409
2011,13,Bélgica,991,419,15,1425,655,2080
2011,13,Alemania,107264,20222,281,127767,28026,155793
2011,13,Francia,10527,4078,99,14704,3335,18039
2011,13,Gran Bretaña,34643,6523,1862,43028,10954,53982
2011,13,Irlanda,790,387,9,1186,656,1842
2011,13,Italia,2133,1361,151,3645,2744,6389
2011,13,Suecia,3250,1202,20,4472,8365,12837
2011,13,Noruega,993,786,23,1802,3654,5456
2011,13,Dinamarca,2307,459,15,2781,4142,6923
2011,13,Finlandia,3688,1919,28,5635,20596,26231
2011,13,Suiza,1812,463,24,2299,705,3004
2011,13,Austria,2805,969,22,3796,967,4763
2011,13,Rusia,2493,419,22,2934,2034,4968
2011,13,Países del Este,2711,654,19,3384,1188,4572
2011,13,Resto de Europa,7336,1585,61,8982,3149,12131
2011,13,Estados Unidos,862,176,43,1081,622,1703
2011,13,Resto de América,1389,716,9,2114,2247,4361
2011,13,Resto del Mundo,2458,518,119,3095,1707,4802
2011,13,TOTAL,450738,73781,12714,537233,190519,727752
2012,1,España,15222,1631,75,16928,2256,19184
2012,1,Holanda,100,42,6,148,65,213
2012,1,Bélgica,73,46,0,119,39,158
2012,1,Alemania,13984,2359,41,16384,2859,19243
2012,1,Francia,780,223,21,1024,126,1150
2012,1,Gran Bretaña,2677,511,1215,4403,786,5189
2012,1,Irlanda,87,40,6,133,46,179
2012,1,Italia,166,80,13,259,174,433
2012,1,Suecia,605,256,6,867,1898,2765
2012,1,Noruega,317,67,3,387,642,1029
2012,1,Dinamarca,290,75,6,371,769,1140
2012,1,Finlandia,617,351,9,977,2707,3684
2012,1,Suiza,119,51,1,171,77,248
2012,1,Austria,348,147,3,498,79,577
2012,1,Rusia,117,60,2,179,254,433
2012,1,Países del Este,76,31,0,107,46,153
2012,1,Resto de Europa,233,172,2,407,150,557
2012,1,Estados Unidos,48,24,1,73,40,113
2012,1,Resto de América,60,59,0,119,43,162
2012,1,Resto del Mundo,183,29,21,233,74,307
2012,1,TOTAL,36102,6254,1431,43787,13130,56917
2012,2,España,15359,1843,167,17369,3886,21255
2012,2,Holanda,103,54,4,161,78,239
2012,2,Bélgica,103,19,0,122,34,156
2012,2,Alemania,11994,2233,40,14267,2072,16339
2012,2,Francia,1209,279,15,1503,307,1810
2012,2,Gran Bretaña,3000,629,1013,4642,850,5492
2012,2,Irlanda,77,37,8,122,46,168
2012,2,Italia,101,70,28,199,163,362
2012,2,Suecia,501,162,3,666,1119,1785
2012,2,Noruega,182,93,3,278,494,772
2012,2,Dinamarca,291,61,5,357,709,1066
2012,2,Finlandia,573,302,3,878,2748,3626
2012,2,Suiza,180,62,0,242,48,290
2012,2,Austria,374,161,0,535,81,616
2012,2,Rusia,48,42,2,92,90,182
2012,2,Países del Este,69,55,7,131,36,167
2012,2,Resto de Europa,161,201,8,370,207,577
2012,2,Estados Unidos,36,19,3,58,18,76
2012,2,Resto de América,28,50,2,80,59,139
2012,2,Resto del Mundo,247,30,0,277,125,402
2012,2,TOTAL,34636,6402,1311,42349,13170,55519
2012,3,España,16591,2344,136,19071,5761,24832
2012,3,Holanda,130,44,16,190,114,304
2012,3,Bélgica,55,23,10,88,62,150
2012,3,Alemania,11781,2450,98,14329,2981,17310
2012,3,Francia,1041,439,11,1491,269,1760
2012,3,Gran Bretaña,3667,662,1080,5409,1150,6559
2012,3,Irlanda,93,49,6,148,41,189
2012,3,Italia,169,93,18,280,170,450
2012,3,Suecia,788,178,0,966,1354,2320
2012,3,Noruega,150,70,0,220,431,651
2012,3,Dinamarca,291,49,2,342,540,882
2012,3,Finlandia,902,267,6,1175,2720,3895
2012,3,Suiza,145,50,4,199,48,247
2012,3,Austria,296,152,1,449,90,539
2012,3,Rusia,104,44,0,148,114,262
2012,3,Países del Este,104,57,0,161,126,287
2012,3,Resto de Europa,249,152,0,401,289,690
2012,3,Estados Unidos,47,19,0,66,61,127
2012,3,Resto de América,45,46,0,91,99,190
2012,3,Resto del Mundo,306,31,12,349,129,478
2012,3,TOTAL,36954,7219,1400,45573,16549,62122
2012,4,España,19458,2049,835,22342,8656,30998
2012,4,Holanda,130,46,1,177,150,327
2012,4,Bélgica,71,18,0,89,61,150
2012,4,Alemania,9693,1692,30,11415,1949,13364
2012,4,Francia,1175,342,40,1557,360,1917
2012,4,Gran Bretaña,2618,371,16,3005,758,3763
2012,4,Irlanda,110,55,0,165,27,192
2012,4,Italia,81,102,9,192,160,352
2012,4,Suecia,226,47,5,278,463,741
2012,4,Noruega,121,25,0,146,201,347
2012,4,Dinamarca,84,5,0,89,229,318
2012,4,Finlandia,285,53,3,341,925,1266
2012,4,Suiza,138,46,3,187,46,233
2012,4,Austria,211,75,0,286,81,367
2012,4,Rusia,134,62,3,199,115,314
2012,4,Países del Este,207,44,3,254,82,336
2012,4,Resto de Europa,275,122,0,397,225,622
2012,4,Estados Unidos,63,6,0,69,57,126
2012,4,Resto de América,46,41,2,89,129,218
2012,4,Resto del Mundo,112,33,4,149,167,316
2012,4,TOTAL,35238,5234,954,41426,14841,56267
2012,5,España,21141,1866,636,23643,8642,32285
2012,5,Holanda,120,31,3,154,52,206
2012,5,Bélgica,69,19,2,90,80,170
2012,5,Alemania,7994,1128,26,9148,1486,10634
2012,5,Francia,1136,353,0,1489,182,1671
2012,5,Gran Bretaña,1812,207,5,2024,469,2493
2012,5,Irlanda,73,25,0,98,11,109
2012,5,Italia,141,113,7,261,127,388
2012,5,Suecia,11,11,0,22,25,47
2012,5,Noruega,11,5,0,16,11,27
2012,5,Dinamarca,25,0,0,25,33,58
2012,5,Finlandia,29,3,0,32,84,116
2012,5,Suiza,176,35,3,214,39,253
2012,5,Austria,186,36,0,222,90,312
2012,5,Rusia,129,30,0,159,152,311
2012,5,Países del Este,196,59,0,255,52,307
2012,5,Resto de Europa,277,93,1,371,200,571
2012,5,Estados Unidos,50,14,0,64,47,111
2012,5,Resto de América,66,44,0,110,162,272
2012,5,Resto del Mundo,193,34,13,240,120,360
2012,5,TOTAL,33835,4106,696,38637,12064,50701
2012,6,España,24430,2266,871,27567,10339,37906
2012,6,Holanda,115,29,3,147,90,237
2012,6,Bélgica,94,18,0,112,42,154
2012,6,Alemania,6870,1342,28,8240,1291,9531
2012,6,Francia,719,134,4,857,215,1072
2012,6,Gran Bretaña,2426,111,0,2537,648,3185
2012,6,Irlanda,201,43,0,244,66,310
2012,6,Italia,144,62,9,215,188,403
2012,6,Suecia,20,11,0,31,59,90
2012,6,Noruega,26,14,0,40,25,65
2012,6,Dinamarca,38,18,0,56,68,124
2012,6,Finlandia,11,5,0,16,13,29
2012,6,Suiza,84,46,0,130,48,178
2012,6,Austria,213,37,0,250,25,275
2012,6,Rusia,160,42,0,202,231,433
2012,6,Países del Este,369,65,0,434,162,596
2012,6,Resto de Europa,661,182,3,846,207,1053
2012,6,Estados Unidos,68,25,3,96,70,166
2012,6,Resto de América,63,46,4,113,174,287
2012,6,Resto del Mundo,305,20,0,325,108,433
2012,6,TOTAL,37017,4516,925,42458,14069,56527
2012,7,España,23724,2722,1030,27476,7056,34532
2012,7,Holanda,120,84,0,204,48,252
2012,7,Bélgica,109,21,0,130,27,157
2012,7,Alemania,6083,1310,13,7406,1169,8575
2012,7,Francia,971,204,7,1182,130,1312
2012,7,Gran Bretaña,2375,376,5,2756,145,2901
2012,7,Irlanda,71,31,0,102,29,131
2012,7,Italia,152,77,11,240,105,345
2012,7,Suecia,30,19,0,49,32,81
2012,7,Noruega,40,5,0,45,5,50
2012,7,Dinamarca,25,11,0,36,73,109
2012,7,Finlandia,7,6,0,13,4,17
2012,7,Suiza,147,34,0,181,20,201
2012,7,Austria,259,24,0,283,40,323
2012,7,Rusia,190,70,3,263,149,412
2012,7,Países del Este,348,39,0,387,70,457
2012,7,Resto de Europa,685,185,3,873,143,1016
2012,7,Estados Unidos,47,9,0,56,16,72
2012,7,Resto de América,55,71,0,126,117,243
2012,7,Resto del Mundo,308,59,0,367,71,438
2012,7,TOTAL,35746,5357,1072,42175,9449,51624
2012,8,España,28645,3064,1167,32876,11643,44519
2012,8,Holanda,270,48,0,318,101,419
2012,8,Bélgica,80,15,0,95,54,149
2012,8,Alemania,7664,1306,52,9022,2080,11102
2012,8,Francia,1093,229,5,1327,397,1724
2012,8,Gran Bretaña,2857,379,13,3249,956,4205
2012,8,Irlanda,89,18,1,108,38,146
2012,8,Italia,202,157,9,368,519,887
2012,8,Suecia,7,6,0,13,31,44
2012,8,Noruega,18,0,0,18,35,53
2012,8,Dinamarca,29,1,0,30,131,161
2012,8,Finlandia,10,2,4,16,9,25
2012,8,Suiza,63,30,0,93,63,156
2012,8,Austria,275,59,0,334,42,376
2012,8,Rusia,173,41,4,218,340,558
2012,8,Países del Este,496,73,0,569,170,739
2012,8,Resto de Europa,1007,206,8,1221,210,1431
2012,8,Estados Unidos,42,7,0,49,30,79
2012,8,Resto de América,67,98,0,165,286,451
2012,8,Resto del Mundo,258,50,0,308,104,412
2012,8,TOTAL,43345,5789,1263,50397,17239,67636
2012,9,España,22226,2378,964,25568,8526,34094
2012,9,Holanda,180,50,2,232,110,342
2012,9,Bélgica,131,10,2,143,59,202
2012,9,Alemania,8804,1702,41,10547,2185,12732
2012,9,Francia,830,257,7,1094,250,1344
2012,9,Gran Bretaña,4763,459,4,5226,909,6135
2012,9,Irlanda,196,59,0,255,59,314
2012,9,Italia,170,85,32,287,230,517
2012,9,Suecia,15,18,0,33,80,113
2012,9,Noruega,11,7,0,18,7,25
2012,9,Dinamarca,70,7,0,77,40,117
2012,9,Finlandia,7,7,0,14,102,116
2012,9,Suiza,155,41,0,196,76,272
2012,9,Austria,244,74,0,318,86,404
2012,9,Rusia,159,79,0,238,296,534
2012,9,Países del Este,109,69,1,179,175,354
2012,9,Resto de Europa,888,228,0,1116,306,1422
2012,9,Estados Unidos,76,7,0,83,52,135
2012,9,Resto de América,100,65,0,165,221,386
2012,9,Resto del Mundo,557,33,6,596,116,712
2012,9,TOTAL,39691,5635,1059,46385,13885,60270
2012,10,España,17550,1828,956,20334,6475,26809
2012,10,Holanda,184,26,3,213,113,326
2012,10,Bélgica,157,29,0,186,57,243
2012,10,Alemania,7112,1550,30,8692,2348,11040
2012,10,Francia,844,171,3,1018,205,1223
2012,10,Gran Bretaña,4735,451,5,5191,1058,6249
2012,10,Irlanda,330,66,5,401,61,462
2012,10,Italia,201,88,6,295,180,475
2012,10,Suecia,523,93,0,616,783,1399
2012,10,Noruega,193,41,0,234,274,508
2012,10,Dinamarca,156,22,0,178,433,611
2012,10,Finlandia,583,139,3,725,1679,2404
2012,10,Suiza,269,69,0,338,149,487
2012,10,Austria,200,86,0,286,83,369
2012,10,Rusia,231,77,2,310,262,572
2012,10,Países del Este,321,41,2,364,77,441
2012,10,Resto de Europa,667,216,7,890,266,1156
2012,10,Estados Unidos,56,8,0,64,33,97
2012,10,Resto de América,48,64,14,126,159,285
2012,10,Resto del Mundo,970,40,0,1010,75,1085
2012,10,TOTAL,35330,5105,1036,41471,14770,56241
2012,11,España,13735,1389,865,15989,3925,19914
2012,11,Holanda,132,41,2,175,93,268
2012,11,Bélgica,74,26,2,102,68,170
2012,11,Alemania,11862,2266,23,14151,2454,16605
2012,11,Francia,440,179,8,627,199,826
2012,11,Gran Bretaña,3210,420,2,3632,809,4441
2012,11,Irlanda,271,81,2,354,46,400
2012,11,Italia,162,62,6,230,219,449
2012,11,Suecia,768,330,4,1102,1416,2518
2012,11,Noruega,327,118,5,450,418,868
2012,11,Dinamarca,263,47,5,315,569,884
2012,11,Finlandia,846,343,6,1195,2727,3922
2012,11,Suiza,256,57,8,321,82,403
2012,11,Austria,215,109,1,325,44,369
2012,11,Rusia,261,47,9,317,136,453
2012,11,Países del Este,117,30,0,147,95,242
2012,11,Resto de Europa,277,121,0,398,203,601
2012,11,Estados Unidos,39,14,4,57,22,79
2012,11,Resto de América,68,43,2,113,93,206
2012,11,Resto del Mundo,194,33,14,241,114,355
2012,11,TOTAL,33517,5756,968,40241,13732,53973
2012,12,España,14341,1630,157,16128,4291,20419
2012,12,Holanda,103,52,6,161,235,396
2012,12,Bélgica,272,18,0,290,69,359
2012,12,Alemania,10269,1975,56,12300,2949,15249
2012,12,Francia,570,282,5,857,270,1127
2012,12,Gran Bretaña,3656,500,33,4189,802,4991
2012,12,Irlanda,210,82,2,294,103,397
2012,12,Italia,154,79,34,267,204,471
2012,12,Suecia,964,289,4,1257,1635,2892
2012,12,Noruega,192,194,995,1381,687,2068
2012,12,Dinamarca,175,98,0,273,654,927
2012,12,Finlandia,802,310,4,1116,2638,3754
2012,12,Suiza,162,54,1,217,87,304
2012,12,Austria,234,93,1,328,144,472
2012,12,Rusia,274,44,3,321,158,479
2012,12,Países del Este,108,54,1,163,128,291
2012,12,Resto de Europa,350,118,1,469,241,710
2012,12,Estados Unidos,87,10,2,99,47,146
2012,12,Resto de América,47,54,5,106,166,272
2012,12,Resto del Mundo,480,39,7,526,242,768
2012,12,TOTAL,33450,5975,1317,40742,15750,56492
2012,13,España,232422,25010,7859,265291,81456,346747
2012,13,Holanda,1687,547,46,2280,1249,3529
2012,13,Bélgica,1288,262,16,1566,652,2218
